0, 10, 0.2566974006, 0.9331842441, 0.50324208415, 0.57765944692, 0.19665434322969394
1, 10, 0, 0.9331842441, 0.5002832588, 0.5139523805799999, 0.34183686555055187
2, 10, 0.3168342455, 0.9331842441, 0.63107880265, 0.6246936414300001, 0.2519369887509556
3, 10, 0.3863988103, 0.9331842441, 0.8958585506500001, 0.8046838411199999, 0.1763360488388976
4, 10, 0.6859420549, 0.9334539808, 0.9256265561000001, 0.8800330363999999, 0.08276346451015165
5, 10, 0, 0.9334539808, 0.85970768725, 0.7397911810400001, 0.2822307450282109
6, 10, 0, 0.9334539808, 0.8789135891, 0.68716522873, 0.3317237982418205
7, 10, 0, 0.9334539808, 0.8566385049, 0.57015377969, 0.4183132583094591
8, 10, 0, 0.9340213832, 0.8423644349, 0.65285132114, 0.3641314200941573
9, 10, 0.2939854296, 0.9366514013, 0.8349005816, 0.69308262313, 0.26003849466368145
10, 10, 0, 0.9366514013, 0.93113681395, 0.81334226547, 0.2757072844208414
11, 10, 0, 0.9366514013, 0.534091562, 0.48883599719, 0.3864562268103385
12, 10, 0, 0.9366514013, 0.82106064775, 0.6180958519499999, 0.364122957517187
13, 10, 0, 0.9366514013, 0.5962835806, 0.5204130410400001, 0.41040772495466366
14, 10, 0, 0.9366514013, 0.8843797399, 0.6807773169800001, 0.3250257760235876
15, 10, 0, 0.9366514013, 0.90523087115, 0.7650064224600002, 0.29396852506988247
16, 10, 0, 0.9366514013, 0.55828068915, 0.56994133064, 0.3368889629924061
17, 10, 0, 0.9366514013, 0.8964876253, 0.6880949495500001, 0.3267865780909193
18, 10, 0, 0.9366514013, 0.7678163212, 0.64507046545, 0.2970862870275694
19, 10, 0.4242697436, 0.9366514013, 0.8397336006, 0.77418316612, 0.18803053472362413
20, 10, 0, 0.9366514013, 0.69364616275, 0.60420594652, 0.34294914562741996
21, 10, 0, 0.9366514013, 0.8590742490500001, 0.7003884849199999, 0.3095711573985633
22, 10, 0, 0.9366514013, 0.8938702626499999, 0.64655534618, 0.34577355276798893
23, 10, 0, 0.9366514013, 0.9022105762, 0.65236353663, 0.339992125499043
24, 10, 0, 0.9366514013, 0.8494005337, 0.71549269593, 0.295282011713173
25, 10, 0, 0.9366514013, 0.3434151149, 0.45637931166999995, 0.331483610772759
26, 10, 0, 0.9366514013, 0.7738899768, 0.5864131520400001, 0.3700747824746102
27, 10, 0, 0.9366514013, 0.6745611060500001, 0.62125445192, 0.31131639915779014
28, 10, 0, 0.9366514013, 0.29488049355, 0.42645244887, 0.41650586060289974
29, 10, 0.310941982, 0.9366514013, 0.54437503715, 0.597596402, 0.2814368193506233
30, 10, 0, 0.9366514013, 0.7718145142, 0.58305828418, 0.392862030643757
