ID,Method,Buffer Size,Hop size,Min IOI,Silence Threshold,Onset Threshold,,Global Accuracy,Global Precision,Global Recall,Global f1,,MAvg_pp Accuracy,MAvg_pp Precision,MAvg_pp Recall,MAvg_pp f1,,MAvg_t Accuracy,MAvg_t Precision,MAvg_t Recall,MAvg_t f1,,Piano Accuracy,Piano Precision,Piano Recall,,Mezzoforte Accuracy,Mezzoforte Precision,Mezzoforte Recall,,Forte Accuracy,Forte Precision,Forte Recall,,Adj Min (ms),Avg (ms),Adj Max (ms),Percentage in Adj min-max,MAvg_t Mean,MAvg_t IQR,MAvg_t Var,MAvg_t SD,MAvg_t loTukeyFence,MAvg_t hiTukeyFence,MAvg_t percentageIn,,Logfile name
60,energy,64,64,0.02,-4,1.3,,0.4402,0.6993,0.5429,0.6113,,0.5603,0.7198,0.6603,0.6772,,0.5801,0.7371,0.6792,0.6927,,0.4034,0.6783,0.4988,,0.4804,0.7478,0.5733,,0.4363,0.6720,0.5543,,2.77,4.29,5.88,0.8863,4.2760,0.7591,1.4068,1.0317,2.8148,5.8513,0.9050,,./results/res_energy_64_64_-4.0_1.3_0.02.log
61,energy,128,64,0.02,-4,2,,0.4340,0.7722,0.4977,0.6053,,0.5782,0.7782,0.6293,0.6754,,0.5871,0.7948,0.6392,0.6833,,0.3951,0.7649,0.4496,,0.4747,0.8393,0.5222,,0.4317,0.7200,0.5188,,3.19,4.46,5.78,0.8699,4.4546,0.6701,1.3576,0.9623,3.1607,5.8409,0.9174,,./results/res_energy_128_64_-4.0_2.0_0.02.log
62,energy,128,64,0.02,-5,1.8,,0.4321,0.7056,0.5271,0.6034,,0.5758,0.7290,0.6546,0.6778,,0.5834,0.7414,0.6641,0.6830,,0.4191,0.7143,0.5035,,0.4715,0.7654,0.5511,,0.4079,0.6458,0.5255,,3.24,4.56,5.89,0.8643,4.5331,0.7018,1.1821,0.9475,3.2138,6.0209,0.9115,,./results/res_energy_128_64_-5.0_1.8_0.02.log
63,energy,128,64,0.02,-10,2.3,,0.3346,0.4899,0.5136,0.5015,,0.4967,0.5692,0.6449,0.6037,,0.4957,0.5603,0.6517,0.5957,,0.3344,0.4943,0.5082,,0.3473,0.4990,0.5333,,0.3223,0.4767,0.4989,,2.95,4.23,5.64,0.8504,4.2027,0.7150,0.9861,0.8844,2.8665,5.7265,0.9089,,./results/res_energy_128_64_-10.0_2.3_0.02.log
64,energy,256,64,0.02,-5,2,,0.4218,0.6942,0.5181,0.5934,,0.5736,0.7230,0.6467,0.6723,,0.5790,0.7300,0.6527,0.6749,,0.4229,0.7304,0.5012,,0.4479,0.7164,0.5444,,0.3962,0.6433,0.5078,,4.34,5.45,6.81,0.8430,5.4210,0.7020,1.2116,0.9987,4.1578,6.9657,0.8930,,./results/res_energy_256_64_-5.0_2.0_0.02.log
65,energy,256,64,0.02,-5,1.8,,0.4250,0.6832,0.5294,0.5965,,0.5726,0.7148,0.6555,0.6747,,0.5799,0.7254,0.6631,0.6797,,0.4275,0.7243,0.5105,,0.4511,0.7094,0.5533,,0.3986,0.6260,0.5233,,4.37,5.58,7.01,0.8492,5.5489,0.7127,1.2969,1.0314,4.2718,7.1224,0.8915,,./results/res_energy_256_64_-5.0_1.8_0.02.log
66,energy,256,64,0.02,-10,2.5,,0.3450,0.5193,0.5068,0.5130,,0.5192,0.5988,0.6407,0.6176,,0.5180,0.5900,0.6486,0.6117,,0.3613,0.5614,0.5035,,0.3498,0.5021,0.5356,,0.3253,0.5012,0.4812,,3.97,5.07,6.40,0.8321,5.0392,0.7235,1.1365,0.9814,3.7208,6.6147,0.9080,,./results/res_energy_256_64_-10.0_2.5_0.02.log
67,energy,256,64,0.02,-15,2.7,,0.3156,0.4599,0.5015,0.4798,,0.4898,0.5522,0.6376,0.5914,,0.4903,0.5465,0.6463,0.5866,,0.3257,0.4841,0.4988,,0.3190,0.4457,0.5289,,0.3028,0.4536,0.4767,,3.83,4.89,6.18,0.8243,4.8685,0.7718,1.1190,0.9687,3.4431,6.5304,0.9194,,./results/res_energy_256_64_-15.0_2.7_0.02.log
68,energy,256,64,0.02,-15,3,,0.3227,0.4827,0.4932,0.4879,,0.4947,0.5658,0.6303,0.5952,,0.4941,0.5593,0.6368,0.5891,,0.3276,0.5000,0.4871,,0.3273,0.4689,0.5200,,0.3132,0.4819,0.4723,,3.40,4.56,6.02,0.8412,4.5262,0.7598,1.0933,0.9584,3.1006,6.1397,0.9161,,./results/res_energy_256_64_-15.0_3.0_0.02.log
69,energy,256,64,0.02,-15,3.5,,0.3314,0.5210,0.4767,0.4978,,0.5026,0.5892,0.6163,0.5997,,0.5032,0.5858,0.6218,0.5947,,0.3383,0.5368,0.4778,,0.3414,0.5184,0.5000,,0.3148,0.5087,0.4523,,2.45,3.78,5.22,0.8689,3.7729,0.7805,0.7416,0.7832,2.2550,5.3770,0.9427,,./results/res_energy_256_64_-15.0_3.5_0.02.log
70,energy,512,64,0.02,-5,2,,0.4231,0.7256,0.5038,0.5947,,0.5746,0.7465,0.6329,0.6717,,0.5770,0.7595,0.6357,0.6715,,0.4268,0.7811,0.4848,,0.4490,0.7311,0.5378,,0.3950,0.6748,0.4878,,5.78,7.05,8.62,0.8550,7.0295,0.7222,1.5370,1.1163,5.7472,8.6359,0.9070,,./results/res_energy_512_64_-5.0_2.0_0.02.log
71,energy,512,64,0.02,-5,1.5,,0.4396,0.7121,0.5346,0.6108,,0.5797,0.7385,0.6565,0.6845,,0.5843,0.7508,0.6598,0.6855,,0.4349,0.7509,0.5082,,0.4653,0.7224,0.5667,,0.4190,0.6704,0.5277,,6.25,7.55,9.23,0.8521,7.5149,0.7203,2.1466,1.2968,6.3301,9.2112,0.8890,,./results/res_energy_512_64_-5.0_1.5_0.02.log
72,energy,512,64,0.02,-5,1,,0.4746,0.6713,0.6182,0.6437,,0.5775,0.6975,0.7227,0.7031,,0.5874,0.7049,0.7322,0.7078,,0.4646,0.6737,0.5995,,0.5132,0.7132,0.6467,,0.4477,0.6299,0.6075,,6.46,7.96,10.21,0.8417,8.0069,0.9698,3.2079,1.5441,6.3411,10.2204,0.8769,,./results/res_energy_512_64_-5.0_1.0_0.02.log
73,energy,512,64,0.02,-5,0.5,,0.4753,0.5718,0.7380,0.6443,,0.5306,0.5944,0.8086,0.6835,,0.5364,0.5992,0.8075,0.6837,,0.4931,0.5862,0.7564,,0.5245,0.6287,0.7600,,0.4172,0.5089,0.6984,,6.74,9.00,12.42,0.8541,9.1588,1.6568,4.6232,1.9163,6.1412,12.7684,0.9318,,./results/res_energy_512_64_-5.0_0.5_0.02.log
74,energy,512,64,0.02,-4,0.5,,0.5060,0.6216,0.7312,0.6720,,0.5635,0.6425,0.8009,0.7108,,0.5608,0.6385,0.7926,0.7028,,0.5000,0.6097,0.7354,,0.5849,0.7194,0.7578,,0.4463,0.5515,0.7007,,6.74,9.00,12.42,0.8538,9.1696,1.6690,4.6101,1.9156,6.1196,12.7956,0.9316,,./results/res_energy_512_64_-4.0_0.5_0.02.log
75,energy,512,64,0.02,-3,0.5,,0.5295,0.6825,0.7026,0.6924,,0.5911,0.7034,0.7691,0.7322,,0.5817,0.6942,0.7569,0.7196,,0.4957,0.6582,0.6674,,0.6134,0.7895,0.7333,,0.4900,0.6163,0.7051,,6.63,8.97,12.42,0.8585,9.1599,1.6720,4.4743,1.8814,6.1122,12.8002,0.9317,,./results/res_energy_512_64_-3.0_0.5_0.02.log
76,energy,512,64,0.02,-3,0.7,,0.5238,0.7346,0.6461,0.6875,,0.6119,0.7546,0.7357,0.7382,,0.6048,0.7468,0.7262,0.7275,,0.5095,0.7335,0.6253,,0.5681,0.8065,0.6578,,0.4975,0.6751,0.6541,,6.51,8.51,11.45,0.8636,8.6437,1.4572,3.6621,1.6860,5.9579,11.7867,0.9250,,./results/res_energy_512_64_-3.0_0.7_0.02.log
77,energy,1024,64,0.02,-5,1,,0.4789,0.7591,0.5648,0.6477,,0.6233,0.7896,0.6795,0.7214,,0.6330,0.8062,0.6895,0.7289,,0.4776,0.7833,0.5504,,0.5385,0.8273,0.6067,,0.4268,0.6760,0.5366,,9.44,10.89,13.47,0.8240,10.7203,1.7006,7.2780,2.2391,7.6761,14.4783,0.9047,,./results/res_energy_1024_64_-5.0_1.0_0.02.log
78,energy,1024,64,0.02,-5,0.8,,0.4908,0.7529,0.5851,0.6585,,0.6195,0.7886,0.6863,0.7280,,0.6323,0.8041,0.6986,0.7380,,0.4770,0.7677,0.5574,,0.5624,0.8378,0.6311,,0.4404,0.6658,0.5654,,11.70,12.88,15.90,0.8353,12.7082,2.7828,10.3697,2.5945,7.3239,18.4549,0.9310,,./results/res_energy_1024_64_-5.0_0.8_0.02.log
79,energy,1024,64,0.02,-5,0.6,,0.5217,0.7594,0.6250,0.6857,,0.6367,0.7957,0.7149,0.7491,,0.6509,0.8095,0.7279,0.7593,,0.5100,0.7815,0.5948,,0.5968,0.8436,0.6711,,0.4668,0.6683,0.6075,,11.58,13.01,16.55,0.8265,12.9863,2.7921,10.4265,2.5896,7.6746,18.8429,0.9315,,./results/res_energy_1024_64_-5.0_0.6_0.02.log
80,energy,1024,64,0.02,-5,0.3,,0.5668,0.7249,0.7221,0.7235,,0.6576,0.7702,0.7846,0.7770,,0.6635,0.7725,0.7902,0.7791,,0.5840,0.7593,0.7166,,0.6528,0.8171,0.7644,,0.4821,0.6192,0.6851,,11.07,13.26,17.59,0.8332,13.3702,3.2182,10.9960,2.6356,7.0300,19.9026,0.9340,,./results/res_energy_1024_64_-5.0_0.3_0.02.log
81,energy,1024,64,0.02,-6,0.3,,0.5447,0.6871,0.7244,0.7053,,0.6417,0.7395,0.7890,0.7634,,0.6476,0.7420,0.7947,0.7653,,0.5699,0.7260,0.7260,,0.6257,0.7706,0.7689,,0.4574,0.5840,0.6785,,10.98,13.23,17.59,0.8306,13.3428,3.2328,11.2889,2.6740,6.9960,19.9272,0.9321,,./results/res_energy_1024_64_-6.0_0.3_0.02.log
82,energy,1024,64,0.02,-6,0.4,,0.5318,0.7029,0.6860,0.6944,,0.6378,0.7531,0.7608,0.7563,,0.6478,0.7586,0.7717,0.7623,,0.5478,0.7337,0.6838,,0.5963,0.7816,0.7156,,0.4641,0.6111,0.6585,,11.10,13.14,17.25,0.8299,13.1715,3.3338,11.4016,2.6859,6.5990,19.9340,0.9333,,./results/res_energy_1024_64_-6.0_0.4_0.02.log
83,complex,64,64,0.02,-7,2,,0.3731,0.5584,0.5294,0.5435,,0.4824,0.5879,0.6527,0.6114,,0.4972,0.5920,0.6661,0.6171,,0.3350,0.5344,0.4731,,0.3881,0.5850,0.5356,,0.3939,0.5544,0.5765,,1.38,3.56,5.65,0.9175,3.5788,0.9285,1.3543,1.0940,1.7355,5.4494,0.9190,,./results/res_complex_64_64_-7.0_2.0_0.02.log
84,complex,64,64,0.02,-5,1,,0.2618,0.2791,0.8080,0.4149,,0.3459,0.3578,0.8539,0.4981,,0.3876,0.3984,0.8440,0.5191,,0.1981,0.2147,0.7190,,0.3687,0.3946,0.8489,,0.2538,0.2656,0.8514,,1.31,4.98,7.99,0.9199,4.6722,1.1870,3.6794,1.7584,2.0660,6.8141,0.8894,,./results/res_complex_64_64_-5.0_1.0_0.02.log
85,complex,64,64,0.02,-10,2,,0.3330,0.4701,0.5331,0.4996,,0.4531,0.5253,0.6561,0.5816,,0.4652,0.5288,0.6675,0.5825,,0.3031,0.4471,0.4848,,0.3385,0.4810,0.5333,,0.3556,0.4798,0.5787,,1.30,3.55,5.65,0.9167,3.5655,0.9360,1.3735,1.1020,1.7145,5.4586,0.9196,,./results/res_complex_64_64_-10.0_2.0_0.02.log
86,complex,64,64,0.02,-10,3,,0.3516,0.5771,0.4736,0.5203,,0.4921,0.6161,0.6043,0.6033,,0.5052,0.6240,0.6151,0.6096,,0.3486,0.5841,0.4637,,0.3553,0.5775,0.4800,,0.3507,0.5703,0.4767,,1.11,2.99,4.78,0.9300,3.0016,0.7940,0.6304,0.7690,1.4081,4.5843,0.9447,,./results/res_complex_64_64_-10.0_3.0_0.02.log
87,complex,128,64,0.02,-10,3,,0.3671,0.6137,0.4774,0.5371,,0.5140,0.6469,0.6105,0.6195,,0.5257,0.6573,0.6213,0.6253,,0.3638,0.6238,0.4660,,0.3735,0.6128,0.4889,,0.3638,0.6056,0.4767,,1.47,3.22,5.00,0.9196,3.2330,0.8259,0.6932,0.7863,1.6108,4.9143,0.9401,,./results/res_complex_128_64_-10.0_3.0_0.02.log
88,complex,128,64,0.02,-5,2,,0.4166,0.6663,0.5264,0.5881,,0.5275,0.6832,0.6456,0.6512,,0.5539,0.7018,0.6651,0.6682,,0.3580,0.6517,0.4426,,0.4337,0.6914,0.5378,,0.4527,0.6553,0.5942,,2.00,3.90,5.88,0.8984,3.9174,0.8030,0.9417,0.8985,2.3829,5.5949,0.9031,,./results/res_complex_128_64_-5.0_2.0_0.02.log
89,complex,128,64,0.02,-5,1.8,,0.4246,0.6489,0.5512,0.5961,,0.5256,0.6684,0.6641,0.6558,,0.5536,0.6888,0.6833,0.6726,,0.3657,0.6426,0.4590,,0.4493,0.6781,0.5711,,0.4529,0.6284,0.6186,,2.15,4.10,6.13,0.9044,4.0922,0.8416,1.2249,1.0268,2.4456,5.8119,0.9217,,./results/res_complex_128_64_-5.0_1.8_0.02.log
90,complex,128,64,0.02,-15,3,,0.3403,0.5413,0.4782,0.5078,,0.4877,0.5923,0.6110,0.5970,,0.4998,0.6022,0.6217,0.6022,,0.3379,0.5512,0.4660,,0.3458,0.5362,0.4933,,0.3370,0.5377,0.4745,,1.37,3.21,5.06,0.9197,3.2259,0.8256,0.7127,0.7946,1.6093,4.9117,0.9381,,./results/res_complex_128_64_-15.0_3.0_0.02.log
91,complex,256,64,0.02,-10,2,,0.3893,0.5791,0.5429,0.5604,,0.5314,0.6326,0.6645,0.6448,,0.5427,0.6350,0.6795,0.6493,,0.3503,0.5613,0.4824,,0.3794,0.5784,0.5244,,0.4346,0.5936,0.6186,,2.25,4.23,6.29,0.9029,4.2392,0.8255,1.0160,0.9553,2.6929,5.9949,0.8999,,./results/res_complex_256_64_-10.0_2.0_0.02.log
92,complex,256,64,0.02,-10,2.5,,0.3826,0.6151,0.5030,0.5534,,0.5347,0.6560,0.6345,0.6382,,0.5457,0.6616,0.6455,0.6438,,0.3686,0.6254,0.4731,,0.3719,0.6016,0.4933,,0.4060,0.6193,0.5410,,2.02,3.85,5.78,0.9087,3.8622,0.7843,0.8484,0.8708,2.3550,5.4923,0.9017,,./results/res_complex_256_64_-10.0_2.5_0.02.log
93,phase,64,64,0.02,-10,2,,0.2624,0.3364,0.5437,0.4157,,0.3420,0.3823,0.6622,0.4840,,0.3681,0.4031,0.6690,0.4913,,0.2703,0.3517,0.5386,,0.2588,0.3329,0.5378,,0.2588,0.3268,0.5543,,1.03,3.44,5.48,0.9017,3.4113,1.0849,2.4972,1.3554,1.0873,5.4268,0.9350,,./results/res_phase_64_64_-10.0_2.0_0.02.log
94,phase,64,64,0.02,-5,2,,0.3313,0.4673,0.5324,0.4977,,0.3988,0.4847,0.6492,0.5470,,0.4356,0.5190,0.6584,0.5665,,0.3277,0.4842,0.5035,,0.3537,0.5062,0.5400,,0.3148,0.4228,0.5521,,1.06,3.44,5.43,0.8982,3.4165,1.0661,2.5031,1.3526,1.1065,5.3710,0.9340,,./results/res_phase_64_64_-5.0_2.0_0.02.log
95,phase,64,64,0.02,-5,1,,0.1329,0.1404,0.7116,0.2345,,0.2101,0.2155,0.7819,0.3320,,0.2560,0.2608,0.7898,0.3669,,0.1106,0.1175,0.6534,,0.1340,0.1401,0.7556,,0.1587,0.1690,0.7228,,0.94,4.50,7.17,0.8995,4.2567,1.4198,5.6674,2.0749,1.0512,6.7303,0.9067,,./results/res_phase_64_64_-5.0_1.0_0.02.log
96,phase,64,64,0.02,-5,2.5,,0.3451,0.5279,0.4992,0.5132,,0.4302,0.5427,0.6233,0.5688,,0.4619,0.5673,0.6369,0.5861,,0.3289,0.5339,0.4614,,0.3781,0.5893,0.5133,,0.3305,0.4747,0.5211,,0.90,3.09,5.03,0.9246,3.0799,0.9794,1.8728,1.1976,1.0164,4.9339,0.9479,,./results/res_phase_64_64_-5.0_2.5_0.02.log
97,phase,64,64,0.02,-10,2.7,,0.2833,0.3952,0.5000,0.4415,,0.3775,0.4378,0.6274,0.5132,,0.3994,0.4509,0.6367,0.5189,,0.2836,0.4027,0.4895,,0.2940,0.4104,0.5089,,0.2729,0.3748,0.5011,,0.53,2.89,4.92,0.9428,2.8852,0.9605,1.1646,1.0141,0.9308,4.7730,0.9448,,./results/res_phase_64_64_-10.0_2.7_0.02.log
98,phase,64,64,0.02,-10,3,,0.2914,0.4220,0.4849,0.4513,,0.3901,0.4626,0.6124,0.5236,,0.4132,0.4759,0.6201,0.5307,,0.2932,0.4353,0.4731,,0.3064,0.4436,0.4978,,0.2759,0.3914,0.4834,,0.04,2.65,5.12,0.9736,2.6316,0.9496,0.8398,0.8762,0.7185,4.5170,0.9573,,./results/res_phase_64_64_-10.0_3.0_0.02.log
99,phase,64,64,0.02,-10,3.5,,0.2798,0.4303,0.4443,0.4372,,0.3857,0.4709,0.5741,0.5132,,0.4088,0.4854,0.5801,0.5215,,0.2976,0.4560,0.4614,,0.3080,0.4731,0.4689,,0.2388,0.3692,0.4035,,0.11,1.92,3.83,0.9576,1.9153,0.8632,0.7647,0.8123,0.1232,3.5759,0.9739,,./results/res_phase_64_64_-10.0_3.5_0.02.log
100,phase,128,64,0.02,-5,2,,0.3530,0.5446,0.5008,0.5218,,0.4433,0.5594,0.6265,0.5792,,0.4720,0.5817,0.6386,0.5941,,0.3345,0.5591,0.4543,,0.3839,0.5974,0.5178,,0.3415,0.4917,0.5277,,1.65,3.40,5.19,0.9023,3.4155,0.9300,0.7653,0.8212,1.5735,5.2936,0.9515,,./results/res_phase_128_64_-5.0_2.0_0.02.log
101,phase,128,64,0.02,-5,2.3,,0.3591,0.5691,0.4932,0.5284,,0.4551,0.5821,0.6204,0.5873,,0.4826,0.6041,0.6319,0.6022,,0.3375,0.5828,0.4450,,0.3879,0.6166,0.5111,,0.3518,0.5199,0.5211,,1.54,3.25,5.01,0.8977,3.2715,0.9413,0.7856,0.8331,1.4079,5.1732,0.9474,,./results/res_phase_128_64_-5.0_2.3_0.02.log
102,phase,128,64,0.02,-5,2.5,,0.3593,0.5800,0.4857,0.5287,,0.4598,0.5929,0.6136,0.5894,,0.4831,0.6098,0.6229,0.6009,,0.3400,0.5987,0.4403,,0.3861,0.6219,0.5044,,0.3517,0.5312,0.5100,,1.44,3.16,4.98,0.9054,3.1796,0.9318,0.7570,0.8229,1.3513,5.0784,0.9472,,./results/res_phase_128_64_-5.0_2.5_0.02.log
103,phase,128,64,0.02,-4,2.4,,0.3627,0.6127,0.4706,0.5324,,0.4601,0.6189,0.5965,0.5901,,0.4863,0.6418,0.6069,0.6047,,0.3201,0.6259,0.3958,,0.4011,0.6778,0.4956,,0.3646,0.5534,0.5166,,1.48,3.19,5.02,0.9056,3.2247,0.9461,0.7722,0.8290,1.3594,5.1436,0.9516,,./results/res_phase_128_64_-4.0_2.4_0.02.log
104,phase,256,64,0.02,-5,2,,0.4029,0.6614,0.5075,0.5744,,0.5197,0.6766,0.6321,0.6397,,0.5401,0.6897,0.6480,0.6532,,0.3650,0.6598,0.4496,,0.4167,0.6928,0.5111,,0.4235,0.6364,0.5588,,1.89,3.61,5.42,0.8917,3.6241,0.9442,0.9133,0.8845,1.7862,5.5630,0.9518,,./results/res_phase_256_64_-5.0_2.0_0.02.log
105,phase,256,64,0.02,-10,2.5,,0.3487,0.5388,0.4970,0.5170,,0.4958,0.5916,0.6295,0.6059,,0.5086,0.5978,0.6412,0.6121,,0.3367,0.5356,0.4754,,0.3612,0.5653,0.5000,,0.3478,0.5179,0.5144,,1.63,3.39,5.23,0.8985,3.4050,0.9002,0.8287,0.8507,1.6479,5.2487,0.9491,,./results/res_phase_256_64_-10.0_2.5_0.02.log
106,phase,256,64,0.02,-10,2.8,,0.3493,0.5667,0.4767,0.5178,,0.5035,0.6120,0.6135,0.6068,,0.5125,0.6174,0.6202,0.6094,,0.3489,0.5706,0.4731,,0.3667,0.5946,0.4889,,0.3333,0.5369,0.4678,,1.56,3.22,4.89,0.8942,3.2335,0.8373,0.7928,0.8351,1.5927,4.9418,0.9360,,./results/res_phase_256_64_-10.0_2.8_0.02.log
107,phase,256,64,0.02,-5,2.2,,0.4043,0.6829,0.4977,0.5758,,0.5265,0.6959,0.6237,0.6425,,0.5458,0.7087,0.6376,0.6552,,0.3682,0.6810,0.4450,,0.4243,0.7276,0.5044,,0.4178,0.6472,0.5410,,1.81,3.53,5.35,0.8956,3.5567,0.8994,0.8352,0.8461,1.8061,5.4038,0.9536,,./results/res_phase_256_64_-5.0_2.2_0.02.log
108,phase,256,64,0.02,-5,2.3,,0.4054,0.6934,0.4940,0.5770,,0.5300,0.7048,0.6210,0.6440,,0.5489,0.7179,0.6354,0.6568,,0.3694,0.6963,0.4403,,0.4248,0.7338,0.5022,,0.4194,0.6576,0.5366,,1.75,3.48,5.31,0.8979,3.5066,0.8951,0.8386,0.8484,1.7617,5.3420,0.9489,,./results/res_phase_256_64_-5.0_2.3_0.02.log
109,phase,256,64,0.02,-6,2.5,,0.3937,0.6653,0.4910,0.5650,,0.5275,0.6808,0.6237,0.6366,,0.5471,0.7033,0.6377,0.6513,,0.3762,0.6759,0.4590,,0.4103,0.7000,0.4978,,0.3939,0.6270,0.5144,,1.63,3.38,5.22,0.8988,3.4053,0.8859,0.8107,0.8431,1.6756,5.2193,0.9436,,./results/res_phase_256_64_-6.0_2.5_0.02.log
110,phase,512,64,0.02,-5,2,,0.4362,0.7565,0.5075,0.6075,,0.5793,0.7703,0.6342,0.6795,,0.5994,0.7886,0.6550,0.6974,,0.3868,0.7611,0.4403,,0.4464,0.7842,0.5089,,0.4707,0.7301,0.5698,,2.43,3.96,5.67,0.8828,3.9983,0.9029,0.8917,0.8644,2.2415,5.8531,0.9419,,./results/res_phase_512_64_-5.0_2.0_0.02.log
111,phase,512,64,0.02,-10,2.5,,0.3758,0.6157,0.4910,0.5463,,0.5451,0.6629,0.6272,0.6383,,0.5605,0.6799,0.6448,0.6522,,0.3787,0.6378,0.4824,,0.3784,0.6225,0.4911,,0.3707,0.5906,0.4989,,2.25,3.70,5.34,0.8834,3.7383,0.8198,0.8113,0.8298,2.1312,5.4106,0.9381,,./results/res_phase_512_64_-10.0_2.5_0.02.log
112,phase,512,64,0.02,-5,1,,0.4181,0.5246,0.6732,0.5897,,0.5056,0.5699,0.7600,0.6508,,0.5340,0.5979,0.7740,0.6671,,0.4059,0.5472,0.6112,,0.3953,0.4926,0.6667,,0.4524,0.5388,0.7384,,2.50,4.77,6.83,0.8770,4.6443,1.0996,1.9350,1.2031,2.4711,6.8694,0.9421,,./results/res_phase_512_64_-5.0_1.0_0.02.log
113,specdiff,64,64,0.02,-48,0.75,,0.0831,0.0853,0.7651,0.1535,,0.1488,0.1503,0.8252,0.2483,,0.1706,0.1721,0.8185,0.2697,,0.0768,0.0790,0.7283,,0.0683,0.0696,0.7800,,0.1169,0.1207,0.7849,,1.11,5.26,8.20,0.8730,5.0684,1.4990,7.9556,2.4217,1.5652,7.5613,0.8809,,./results/res_specdiff_64_64_-48.0_0.75_0.02.log
114,specdiff,64,64,0.02,-5,1,,0.1660,0.1735,0.7937,0.2847,,0.2550,0.2609,0.8422,0.3890,,0.3012,0.3070,0.8418,0.4241,,0.1726,0.1851,0.7190,,0.1259,0.1297,0.8133,,0.2290,0.2390,0.8448,,1.12,5.02,7.77,0.8843,4.6607,1.3171,5.5297,2.0328,1.6470,6.9155,0.9009,,./results/res_specdiff_64_64_-5.0_1.0_0.02.log
115,specdiff,64,64,0.02,-5,2,,0.4056,0.6323,0.5309,0.5772,,0.5285,0.6634,0.6495,0.6486,,0.5534,0.7009,0.6653,0.6681,,0.3912,0.6788,0.4801,,0.3921,0.5785,0.5489,,0.4332,0.6554,0.5610,,1.52,3.83,5.54,0.8908,3.8736,1.0183,3.9875,1.7254,1.5604,5.6337,0.9044,,./results/res_specdiff_64_64_-5.0_2.0_0.02.log
116,specdiff,64,64,0.02,-5,1.5,,0.3368,0.4289,0.6107,0.5039,,0.4244,0.4803,0.7082,0.5721,,0.4788,0.5442,0.7269,0.6115,,0.3519,0.4958,0.5480,,0.2760,0.3362,0.6067,,0.4032,0.5008,0.6741,,1.42,4.27,6.25,0.8841,4.2721,1.2232,4.8713,1.8706,1.4994,6.3921,0.9016,,./results/res_specdiff_64_64_-5.0_1.5_0.02.log
117,specdiff,64,64,0.02,-10,2,,0.3333,0.4639,0.5422,0.5000,,0.4692,0.5360,0.6633,0.5923,,0.4796,0.5427,0.6767,0.5943,,0.3294,0.4733,0.5199,,0.3166,0.4293,0.5467,,0.3554,0.4941,0.5588,,1.52,3.82,5.62,0.8903,3.8740,1.0197,4.0908,1.7603,1.5653,5.6441,0.8994,,./results/res_specdiff_64_64_-10.0_2.0_0.02.log
118,specdiff,64,64,0.02,-10,2.2,,0.3447,0.5025,0.5233,0.5127,,0.4864,0.5670,0.6491,0.6035,,0.4930,0.5694,0.6619,0.6036,,0.3380,0.5023,0.5082,,0.3381,0.4876,0.5244,,0.3580,0.5182,0.5366,,1.46,3.62,5.35,0.8978,3.6692,0.9506,3.1964,1.4969,1.5435,5.3459,0.9120,,./results/res_specdiff_64_64_-10.0_2.2_0.02.log
119,specdiff,512,64,0.02,-5,2,,0.4343,0.7506,0.5075,0.6056,,0.5885,0.7662,0.6391,0.6812,,0.6038,0.7839,0.6559,0.6956,,0.4262,0.8112,0.4731,,0.4406,0.7616,0.5111,,0.4353,0.6974,0.5366,,4.02,5.52,7.06,0.8694,5.5106,0.8201,1.0095,0.9176,3.9331,7.2136,0.9268,,./results/res_specdiff_512_64_-5.0_2.0_0.02.log
120,specdiff,512,64,0.02,-10,2,,0.3820,0.6007,0.5120,0.5528,,0.5463,0.6547,0.6438,0.6446,,0.5561,0.6613,0.6601,0.6535,,0.3766,0.6202,0.4895,,0.3841,0.6010,0.5156,,0.3849,0.5844,0.5299,,4.02,5.51,7.06,0.8647,5.4972,0.8115,1.0747,0.9448,3.9459,7.1920,0.9221,,./results/res_specdiff_512_64_-10.0_2.0_0.02.log
121,specdiff,512,64,0.02,-5,1,,0.4370,0.6272,0.5904,0.6082,,0.5533,0.6663,0.6978,0.6774,,0.5671,0.6742,0.7122,0.6873,,0.4039,0.6338,0.5269,,0.4364,0.6580,0.5644,,0.4656,0.5992,0.6763,,4.61,6.45,8.48,0.8776,6.4460,0.9559,1.6357,1.1446,4.6388,8.4626,0.9150,,./results/res_specdiff_512_64_-5.0_1.0_0.02.log
122,kl,512,64,0.02,-5,2,,0.4909,0.7469,0.5889,0.6585,,0.6195,0.7771,0.6960,0.7267,,0.6348,0.7939,0.7089,0.7348,,0.4175,0.7621,0.4801,,0.5155,0.7441,0.6267,,0.5315,0.7393,0.6541,,3.68,6.64,9.78,0.9182,6.6006,0.9067,2.2536,1.4618,4.8379,8.4649,0.8694,,./results/res_kl_512_64_-5.0_2.0_0.02.log
123,kl,512,64,0.02,-5,1.5,,0.5636,0.7312,0.7108,0.7209,,0.6550,0.7676,0.7828,0.7737,,0.6622,0.7773,0.7862,0.7754,,0.4709,0.7319,0.5691,,0.5425,0.6980,0.7089,,0.6690,0.7610,0.8470,,4.08,7.34,10.68,0.9163,7.1951,1.0936,2.8624,1.6434,5.0353,9.4097,0.8824,,./results/res_kl_512_64_-5.0_1.5_0.02.log
