ID,Method,Buffer Size,Hop size,Min IOI,Silence Threshold,Onset Threshold,,Global Accuracy,Global Precision,Global Recall,Global f1,,MAvg_pp Accuracy,MAvg_pp Precision,MAvg_pp Recall,MAvg_pp f1,,MAvg_t Accuracy,MAvg_t Precision,MAvg_t Recall,MAvg_t f1,,Piano Accuracy,Piano Precision,Piano Recall,,Mezzoforte Accuracy,Mezzoforte Precision,Mezzoforte Recall,,Forte Accuracy,Forte Precision,Forte Recall,,Adj Min (ms),Avg (ms),Adj Max (ms),Percentage in Adj min-max,MAvg_t Mean,MAvg_t IQR,MAvg_t Var,MAvg_t SD,MAvg_t loTukeyFence,MAvg_t hiTukeyFence,MAvg_t percentageIn,,Logfile name
167,energy,1024,64,0.02,-34,1.55,,0.8619,0.9402,0.9119,0.9258,,0.8884,0.9567,0.9235,0.9397,,0.8794,0.9534,0.9153,0.9333,,0.8304,0.9332,0.8829,,0.8489,0.9255,0.9111,,0.9060,0.9615,0.9401,,8.09,10.58,13.73,0.9364,10.7916,1.1427,2.5968,1.5441,8.4969,13.0679,0.9408,,./results/res_energy_1024_64_-34.0_1.55_0.02.log
168,energy,1024,64,0.02,-36,1.55,,0.8597,0.9360,0.9134,0.9245,,0.8876,0.9537,0.9252,0.9392,,0.8790,0.9510,0.9170,0.9331,,0.8355,0.9293,0.8923,,0.8454,0.9213,0.9111,,0.8979,0.9569,0.9357,,8.09,10.57,13.73,0.9324,10.7873,1.1432,2.6776,1.5632,8.4976,13.0705,0.9380,,./results/res_energy_1024_64_-36.0_1.55_0.02.log
169,energy,1024,64,0.02,-36,1.65,,0.8550,0.9336,0.9104,0.9218,,0.8859,0.9519,0.9245,0.9380,,0.8749,0.9464,0.9153,0.9301,,0.8271,0.9265,0.8852,,0.8471,0.9234,0.9111,,0.8901,0.9503,0.9335,,7.56,10.36,13.50,0.9313,10.5900,1.1428,2.4027,1.4827,8.2876,12.8589,0.9424,,./results/res_energy_1024_64_-36.0_1.65_0.02.log
170,energy,1024,64,0.02,-31,1.6,,0.8554,0.9454,0.8998,0.9221,,0.8785,0.9612,0.9092,0.9344,,0.8659,0.9553,0.8987,0.9252,,0.8062,0.9427,0.8478,,0.8524,0.9297,0.9111,,0.9058,0.9636,0.9379,,7.91,10.45,13.59,0.9406,10.6601,1.1393,2.5154,1.5096,8.3804,12.9377,0.9407,,./results/res_energy_1024_64_-31.0_1.6_0.02.log
171,energy,1024,64,0.02,-31,1.5,,0.8568,0.9455,0.9014,0.9229,,0.8787,0.9613,0.9096,0.9347,,0.8683,0.9570,0.9004,0.9267,,0.8143,0.9479,0.8525,,0.8430,0.9231,0.9067,,0.9120,0.9659,0.9424,,8.25,10.66,13.75,0.9407,10.8830,1.1510,2.5025,1.5155,8.5977,13.2017,0.9444,,./results/res_energy_1024_64_-31.0_1.5_0.02.log
172,energy,1024,64,0.02,-31,1.35,,0.8594,0.9428,0.9066,0.9244,,0.8806,0.9596,0.9133,0.9358,,0.8712,0.9556,0.9050,0.9287,,0.8292,0.9535,0.8642,,0.8398,0.9170,0.9089,,0.9083,0.9595,0.9446,,8.73,11.04,14.10,0.9427,11.2701,1.1959,2.3437,1.4830,8.8758,13.6595,0.9501,,./results/res_energy_1024_64_-31.0_1.35_0.02.log
173,energy,1024,64,0.02,-31,1.25,,0.8609,0.9422,0.9089,0.9253,,0.8817,0.9592,0.9150,0.9364,,0.8725,0.9540,0.9078,0.9296,,0.8401,0.9564,0.8735,,0.8361,0.9148,0.9067,,0.9064,0.9573,0.9446,,8.96,11.28,14.43,0.9420,11.5264,1.1800,2.4281,1.5058,9.1603,13.8802,0.9475,,./results/res_energy_1024_64_-31.0_1.25_0.02.log
174,energy,1024,64,0.02,-31,1.1,,0.8449,0.9132,0.9187,0.9159,,0.8673,0.9381,0.9199,0.9282,,0.8627,0.9382,0.9126,0.9241,,0.8230,0.9370,0.8712,,0.7996,0.8653,0.9133,,0.9142,0.9418,0.9690,,9.34,11.69,14.93,0.9361,11.9383,1.2310,2.8845,1.6258,9.5045,14.4286,0.9406,,./results/res_energy_1024_64_-31.0_1.1_0.02.log
175,energy,2048,64,0.02,-34,0.7,,0.5076,0.6910,0.6566,0.6734,,0.4691,0.6549,0.6109,0.6314,,0.4982,0.6478,0.6084,0.6262,,0.5382,0.7660,0.6440,,0.4452,0.6100,0.6222,,0.5484,0.7140,0.7029,,16.64,18.30,20.00,0.9633,18.4971,0.9101,6.5299,1.9989,17.0447,20.6849,0.9484,,./results/res_energy_2048_64_-34.0_0.7_0.02.log
176,energy,2048,64,0.02,-40,0.9,,0.6850,0.8293,0.7974,0.8131,,0.6518,0.8077,0.7654,0.7856,,0.6728,0.8115,0.7666,0.7875,,0.6152,0.8100,0.7190,,0.6581,0.7877,0.8000,,0.7840,0.8889,0.8692,,15.70,17.94,19.99,0.9717,18.1667,1.1606,5.1184,1.8599,16.1199,20.7624,0.9725,,./results/res_energy_2048_64_-40.0_0.9_0.02.log
177,complex,64,64,0.02,-34,2,,0.7441,0.8131,0.8976,0.8533,,0.8022,0.8607,0.9139,0.8852,,0.8075,0.8707,0.9125,0.8880,,0.6814,0.7613,0.8665,,0.7308,0.8061,0.8867,,0.8246,0.8722,0.9379,,1.93,4.47,6.62,0.9320,4.4565,1.1803,1.8826,1.2080,1.9585,6.6799,0.9537,,./results/res_complex_64_64_-34.0_2.0_0.02.log
178,complex,64,64,0.02,-34,3,,0.8113,0.9374,0.8577,0.8958,,0.8498,0.9530,0.8825,0.9162,,0.8513,0.9537,0.8832,0.9164,,0.7446,0.8990,0.8126,,0.8166,0.9527,0.8511,,0.8721,0.9578,0.9069,,1.58,3.83,5.67,0.9324,3.7915,1.0104,1.4298,1.0475,1.6489,5.6904,0.9566,,./results/res_complex_64_64_-34.0_3.0_0.02.log
179,complex,64,64,0.02,-34,2.5,,0.8007,0.8954,0.8833,0.8893,,0.8415,0.9204,0.9022,0.9112,,0.8467,0.9241,0.9058,0.9138,,0.7251,0.8476,0.8337,,0.8210,0.9172,0.8867,,0.8566,0.9187,0.9268,,1.76,4.16,6.18,0.9309,4.1331,1.0561,1.6446,1.1187,1.8797,6.1041,0.9490,,./results/res_complex_64_64_-34.0_2.5_0.02.log
180,complex,64,64,0.02,-34,2.75,,0.8130,0.9207,0.8742,0.8969,,0.8508,0.9400,0.8950,0.9170,,0.8581,0.9426,0.9013,0.9207,,0.7322,0.8728,0.8197,,0.8243,0.9336,0.8756,,0.8835,0.9521,0.9246,,1.63,4.00,5.96,0.9320,3.9715,1.0268,1.5891,1.0905,1.7849,5.8921,0.9553,,./results/res_complex_64_64_-34.0_2.75_0.02.log
181,complex,64,64,0.02,-34,2.8,,0.8145,0.9242,0.8727,0.8978,,0.8517,0.9424,0.8940,0.9175,,0.8559,0.9442,0.8973,0.9195,,0.7389,0.8797,0.8220,,0.8277,0.9381,0.8756,,0.8771,0.9517,0.9180,,1.69,3.97,5.91,0.9318,3.9358,1.0169,1.5831,1.0870,1.7720,5.8398,0.9548,,./results/res_complex_64_64_-34.0_2.8_0.02.log
182,complex,64,64,0.02,-34,2.7,,0.8135,0.9180,0.8773,0.8972,,0.8513,0.9382,0.8972,0.9173,,0.8585,0.9413,0.9030,0.9210,,0.7277,0.8663,0.8197,,0.8267,0.9318,0.8800,,0.8877,0.9523,0.9290,,1.65,4.04,5.99,0.9322,4.0056,1.0246,1.5973,1.0951,1.8193,5.9175,0.9544,,./results/res_complex_64_64_-34.0_2.7_0.02.log
183,complex,64,64,0.02,-34,2.65,,0.8132,0.9160,0.8788,0.8970,,0.8511,0.9369,0.8983,0.9172,,0.8599,0.9404,0.9054,0.9217,,0.7297,0.8667,0.8220,,0.8233,0.9274,0.8800,,0.8879,0.9502,0.9313,,1.68,4.06,6.01,0.9306,4.0354,1.0248,1.6117,1.1026,1.8479,5.9470,0.9535,,./results/res_complex_64_64_-34.0_2.65_0.02.log
184,complex,64,64,0.02,-34,2.6,,0.8089,0.9097,0.8795,0.8943,,0.8483,0.9325,0.8988,0.9153,,0.8549,0.9355,0.9043,0.9187,,0.7267,0.8624,0.8220,,0.8199,0.9231,0.8800,,0.8808,0.9397,0.9335,,1.70,4.10,6.14,0.9324,4.0699,1.0355,1.6205,1.1071,1.8607,6.0025,0.9535,,./results/res_complex_64_64_-34.0_2.6_0.02.log
185,complex,64,64,0.02,-36,2.65,,0.8090,0.9058,0.8833,0.8944,,0.8485,0.9300,0.9015,0.9155,,0.8595,0.9349,0.9096,0.9213,,0.7417,0.8630,0.8407,,0.8082,0.9083,0.8800,,0.8782,0.9436,0.9268,,1.68,4.07,6.05,0.9309,4.0323,1.0201,1.5967,1.0995,1.8539,5.9343,0.9531,,./results/res_complex_64_64_-36.0_2.65_0.02.log
186,complex,64,64,0.02,-36,2.7,,0.8091,0.9084,0.8810,0.8945,,0.8485,0.9317,0.8999,0.9155,,0.8580,0.9361,0.9067,0.9205,,0.7397,0.8627,0.8384,,0.8131,0.9145,0.8800,,0.8758,0.9455,0.9224,,1.65,4.04,5.99,0.9316,4.0022,1.0230,1.5823,1.0919,1.8197,5.9118,0.9541,,./results/res_complex_64_64_-36.0_2.7_0.02.log
187,complex,64,64,0.02,-32,2.65,,0.8084,0.9223,0.8675,0.8941,,0.8468,0.9410,0.8895,0.9145,,0.8544,0.9436,0.8966,0.9184,,0.7164,0.8744,0.7986,,0.8180,0.9332,0.8689,,0.8917,0.9545,0.9313,,1.68,4.03,6.01,0.9349,4.0165,1.0056,1.3755,1.0484,1.8745,5.8970,0.9565,,./results/res_complex_64_64_-32.0_2.65_0.02.log
188,complex,64,64,0.02,-32,2.55,,0.8028,0.9117,0.8705,0.8906,,0.8432,0.9337,0.8916,0.9122,,0.8462,0.9350,0.8952,0.9134,,0.7167,0.8665,0.8056,,0.8170,0.9269,0.8733,,0.8747,0.9374,0.9290,,1.72,4.09,6.16,0.9360,4.0812,1.0380,1.3974,1.0601,1.8781,6.0302,0.9528,,./results/res_complex_64_64_-32.0_2.55_0.02.log
189,complex,64,64,0.02,-30,2.45,,0.7992,0.9120,0.8660,0.8884,,0.8391,0.9322,0.8884,0.9098,,0.8423,0.9336,0.8926,0.9109,,0.7048,0.8626,0.7939,,0.8214,0.9376,0.8689,,0.8714,0.9313,0.9313,,1.78,4.14,6.18,0.9383,4.1448,1.0369,1.4775,1.0833,1.9392,6.0868,0.9517,,./results/res_complex_64_64_-30.0_2.45_0.02.log
190,complex,64,64,0.02,-30,2.55,,0.8034,0.9226,0.8614,0.8910,,0.8425,0.9411,0.8845,0.9119,,0.8452,0.9408,0.8892,0.9126,,0.7025,0.8763,0.7799,,0.8228,0.9420,0.8667,,0.8845,0.9439,0.9335,,1.72,4.07,6.12,0.9388,4.0749,1.0317,1.3573,1.0519,1.8879,6.0145,0.9555,,./results/res_complex_64_64_-30.0_2.55_0.02.log
191,complex,128,64,0.02,-34,2,,0.7649,0.8284,0.9089,0.8668,,0.8190,0.8754,0.9213,0.8962,,0.8204,0.8820,0.9182,0.8964,,0.7164,0.7879,0.8876,,0.7561,0.8351,0.8889,,0.8231,0.8612,0.9490,,2.32,4.72,6.82,0.9304,4.7365,1.1798,1.5804,1.1615,2.2679,6.9871,0.9475,,./results/res_complex_128_64_-34.0_2.0_0.02.log
192,complex,128,64,0.02,-34,2.3,,0.8054,0.8840,0.9006,0.8922,,0.8468,0.9140,0.9154,0.9144,,0.8477,0.9164,0.9150,0.9142,,0.7500,0.8435,0.8712,,0.7984,0.8959,0.8800,,0.8682,0.9106,0.9490,,2.10,4.55,6.61,0.9298,4.5482,1.1113,1.6360,1.1622,2.2026,6.6480,0.9455,,./results/res_complex_128_64_-34.0_2.3_0.02.log
193,complex,128,64,0.02,-34,2.5,,0.8159,0.9065,0.8908,0.8986,,0.8525,0.9290,0.9076,0.9182,,0.8542,0.9294,0.9101,0.9186,,0.7609,0.8714,0.8571,,0.8082,0.9180,0.8711,,0.8781,0.9279,0.9424,,2.13,4.42,6.43,0.9315,4.4114,1.0631,1.5612,1.1319,2.1570,6.4094,0.9441,,./results/res_complex_128_64_-34.0_2.5_0.02.log
194,complex,128,64,0.02,-34,2.7,,0.8232,0.9236,0.8833,0.9030,,0.8593,0.9422,0.9029,0.9221,,0.8641,0.9430,0.9081,0.9244,,0.7621,0.8829,0.8478,,0.8176,0.9353,0.8667,,0.8901,0.9503,0.9335,,1.97,4.30,6.23,0.9292,4.2816,1.0139,1.5845,1.1029,2.1117,6.1672,0.9439,,./results/res_complex_128_64_-34.0_2.7_0.02.log
195,complex,128,64,0.02,-34,2.9,,0.8269,0.9386,0.8742,0.9053,,0.8607,0.9525,0.8958,0.9232,,0.8702,0.9551,0.9036,0.9280,,0.7548,0.8939,0.8290,,0.8269,0.9556,0.8600,,0.8994,0.9633,0.9313,,1.94,4.15,6.06,0.9268,4.1187,0.9822,1.5366,1.0710,2.0228,5.9517,0.9520,,./results/res_complex_128_64_-34.0_2.9_0.02.log
196,complex,128,64,0.02,-34,3,,0.8171,0.9408,0.8614,0.8994,,0.8537,0.9539,0.8866,0.9187,,0.8573,0.9557,0.8885,0.9201,,0.7457,0.8949,0.8173,,0.8297,0.9649,0.8556,,0.8761,0.9602,0.9091,,1.72,4.08,5.99,0.9301,4.0343,0.9722,1.5228,1.0556,1.9701,5.8588,0.9494,,./results/res_complex_128_64_-34.0_3.0_0.02.log
197,complex,128,64,0.02,-34,2.8,,0.8261,0.9307,0.8803,0.9048,,0.8604,0.9471,0.9001,0.9230,,0.8676,0.9484,0.9071,0.9265,,0.7495,0.8812,0.8337,,0.8280,0.9489,0.8667,,0.9019,0.9592,0.9379,,1.91,4.23,6.16,0.9307,4.2027,0.9997,1.5445,1.0827,2.0660,6.0648,0.9507,,./results/res_complex_128_64_-34.0_2.8_0.02.log
198,complex,128,64,0.02,-34,2.85,,0.8275,0.9350,0.8780,0.9056,,0.8613,0.9501,0.8985,0.9235,,0.8710,0.9520,0.9074,0.9284,,0.7505,0.8853,0.8314,,0.8273,0.9533,0.8622,,0.9058,0.9636,0.9379,,1.98,4.21,6.14,0.9288,4.1710,0.9897,1.6488,1.0996,2.0495,6.0081,0.9510,,./results/res_complex_128_64_-34.0_2.85_0.02.log
199,complex,128,64,0.02,-36,2.85,,0.8258,0.9286,0.8818,0.9046,,0.8603,0.9457,0.9012,0.9229,,0.8718,0.9485,0.9111,0.9288,,0.7579,0.8824,0.8431,,0.8228,0.9420,0.8667,,0.8977,0.9590,0.9335,,1.85,4.21,6.14,0.9283,4.1661,0.9900,1.6504,1.1016,2.0452,6.0051,0.9495,,./results/res_complex_128_64_-36.0_2.85_0.02.log
200,complex,128,64,0.02,-36,2.9,,0.8259,0.9321,0.8788,0.9047,,0.8602,0.9481,0.8990,0.9228,,0.8714,0.9516,0.9078,0.9286,,0.7643,0.8911,0.8431,,0.8224,0.9442,0.8644,,0.8913,0.9587,0.9268,,1.81,4.15,6.06,0.9272,4.1138,0.9760,1.5406,1.0733,2.0274,5.9313,0.9505,,./results/res_complex_128_64_-36.0_2.9_0.02.log
201,complex,128,64,0.02,-38,2.9,,0.8220,0.9262,0.8795,0.9023,,0.8576,0.9432,0.9002,0.9212,,0.8696,0.9474,0.9090,0.9274,,0.7637,0.8851,0.8478,,0.8155,0.9351,0.8644,,0.8872,0.9564,0.9246,,1.81,4.16,6.06,0.9264,4.1171,0.9844,1.5621,1.0773,2.0146,5.9521,0.9501,,./results/res_complex_128_64_-38.0_2.9_0.02.log
202,complex,128,64,0.02,-38,3,,0.8127,0.9297,0.8660,0.8967,,0.8502,0.9453,0.8898,0.9166,,0.8562,0.9486,0.8927,0.9193,,0.7564,0.8881,0.8361,,0.8178,0.9461,0.8578,,0.8641,0.9532,0.9024,,1.72,4.08,5.99,0.9296,4.0257,0.9693,1.5147,1.0515,1.9650,5.8423,0.9499,,./results/res_complex_128_64_-38.0_3.0_0.02.log
203,complex,128,64,0.02,-32,2.85,,0.8231,0.9397,0.8690,0.9030,,0.8580,0.9533,0.8920,0.9214,,0.8664,0.9543,0.9006,0.9256,,0.7430,0.8966,0.8126,,0.8188,0.9529,0.8533,,0.9077,0.9658,0.9379,,1.85,4.18,6.14,0.9333,4.1614,0.9820,1.4438,1.0570,2.0655,5.9934,0.9523,,./results/res_complex_128_64_-32.0_2.85_0.02.log
204,complex,128,64,0.02,-32,2.8,,0.8217,0.9353,0.8712,0.9021,,0.8572,0.9502,0.8936,0.9209,,0.8631,0.9505,0.9004,0.9237,,0.7420,0.8923,0.8150,,0.8195,0.9484,0.8578,,0.9038,0.9614,0.9379,,1.91,4.20,6.15,0.9334,4.1929,0.9897,1.3310,1.0354,2.0823,6.0411,0.9525,,./results/res_complex_128_64_-32.0_2.8_0.02.log
205,complex,128,64,0.02,-30,2.8,,0.8166,0.9400,0.8614,0.8990,,0.8519,0.9534,0.8852,0.9178,,0.8582,0.9532,0.8931,0.9206,,0.7216,0.8939,0.7892,,0.8201,0.9575,0.8511,,0.9079,0.9636,0.9401,,1.91,4.18,6.13,0.9362,4.1831,0.9646,1.2884,1.0267,2.1164,5.9746,0.9526,,./results/res_complex_128_64_-30.0_2.8_0.02.log
206,complex,128,64,0.02,-30,2.6,,0.8181,0.9315,0.8705,0.9000,,0.8548,0.9475,0.8931,0.9194,,0.8533,0.9441,0.8953,0.9175,,0.7393,0.8941,0.8103,,0.8234,0.9509,0.8600,,0.8905,0.9463,0.9379,,2.01,4.32,6.35,0.9394,4.3394,1.0021,1.3507,1.0568,2.1925,6.2009,0.9465,,./results/res_complex_128_64_-30.0_2.6_0.02.log
207,complex,256,64,0.02,-36,2.85,,0.8280,0.9365,0.8773,0.9059,,0.8616,0.9511,0.8979,0.9237,,0.8668,0.9523,0.9023,0.9261,,0.7692,0.8978,0.8431,,0.8316,0.9535,0.8667,,0.8830,0.9562,0.9202,,2.17,4.41,6.31,0.9279,4.3775,1.0060,1.4080,1.0654,2.2416,6.2655,0.9346,,./results/res_complex_256_64_-36.0_2.85_0.02.log
208,complex,256,64,0.02,-36,2.7,,0.8335,0.9341,0.8855,0.9092,,0.8677,0.9503,0.9053,0.9272,,0.8713,0.9492,0.9102,0.9287,,0.7859,0.9017,0.8595,,0.8319,0.9513,0.8689,,0.8819,0.9478,0.9268,,2.18,4.51,6.48,0.9294,4.5008,1.0440,1.3510,1.0646,2.2950,6.4708,0.9376,,./results/res_complex_256_64_-36.0_2.7_0.02.log
209,complex,256,64,0.02,-36,2.6,,0.8347,0.9266,0.8938,0.9099,,0.8689,0.9452,0.9112,0.9279,,0.8723,0.9443,0.9166,0.9294,,0.7941,0.8947,0.8759,,0.8288,0.9446,0.8711,,0.8808,0.9397,0.9335,,2.34,4.59,6.54,0.9292,4.5853,1.0502,1.3657,1.0700,2.3594,6.5601,0.9351,,./results/res_complex_256_64_-36.0_2.6_0.02.log
210,complex,256,64,0.02,-36,2.5,,0.8326,0.9185,0.8991,0.9087,,0.8677,0.9397,0.9150,0.9271,,0.8682,0.9375,0.9181,0.9267,,0.7895,0.8865,0.8782,,0.8253,0.9400,0.8711,,0.8822,0.9283,0.9468,,2.38,4.68,6.62,0.9271,4.6715,1.0832,1.3944,1.0838,2.3996,6.7323,0.9375,,./results/res_complex_256_64_-36.0_2.5_0.02.log
211,complex,256,64,0.02,-36,2.65,,0.8360,0.9315,0.8908,0.9107,,0.8696,0.9486,0.9090,0.9284,,0.8730,0.9468,0.9148,0.9298,,0.7906,0.9002,0.8665,,0.8323,0.9492,0.8711,,0.8845,0.9439,0.9335,,2.32,4.55,6.49,0.9273,4.5426,1.0494,1.3561,1.0663,2.3193,6.5169,0.9390,,./results/res_complex_256_64_-36.0_2.65_0.02.log
212,complex,256,64,0.02,-34,2.6,,0.8359,0.9322,0.8901,0.9106,,0.8695,0.9490,0.9085,0.9283,,0.8713,0.9471,0.9128,0.9288,,0.7885,0.9000,0.8642,,0.8319,0.9513,0.8689,,0.8866,0.9441,0.9357,,2.34,4.58,6.54,0.9306,4.5834,1.0477,1.3290,1.0613,2.3685,6.5592,0.9375,,./results/res_complex_256_64_-34.0_2.6_0.02.log
213,complex,256,64,0.02,-32,2.6,,0.8356,0.9384,0.8840,0.9104,,0.8683,0.9533,0.9035,0.9277,,0.8709,0.9518,0.9086,0.9286,,0.7797,0.9093,0.8454,,0.8294,0.9534,0.8644,,0.8964,0.9507,0.9401,,2.34,4.58,6.54,0.9327,4.5866,1.0471,1.3171,1.0530,2.3769,6.5652,0.9386,,./results/res_complex_256_64_-32.0_2.6_0.02.log
214,complex,512,64,0.02,-36,2.3,,0.8341,0.9179,0.9014,0.9096,,0.8695,0.9394,0.9173,0.9282,,0.8651,0.9330,0.9186,0.9247,,0.8090,0.9062,0.8829,,0.8256,0.9379,0.8733,,0.8661,0.9104,0.9468,,2.83,5.24,7.25,0.9256,5.2337,1.1188,1.5030,1.1223,2.8955,7.3708,0.9377,,./results/res_complex_512_64_-36.0_2.3_0.02.log
215,complex,512,64,0.02,-36,2.4,,0.8378,0.9255,0.8983,0.9117,,0.8718,0.9445,0.9151,0.9296,,0.8703,0.9394,0.9185,0.9280,,0.8056,0.9120,0.8735,,0.8232,0.9399,0.8689,,0.8827,0.9246,0.9512,,2.74,5.17,7.19,0.9254,5.1530,1.1047,1.5369,1.1265,2.8317,7.2505,0.9391,,./results/res_complex_512_64_-36.0_2.4_0.02.log
216,complex,512,64,0.02,-36,2.5,,0.8360,0.9315,0.8908,0.9107,,0.8704,0.9485,0.9097,0.9287,,0.8681,0.9422,0.9126,0.9264,,0.7987,0.9134,0.8642,,0.8220,0.9463,0.8622,,0.8857,0.9342,0.9446,,2.73,5.08,6.99,0.9214,5.0589,1.0664,1.5004,1.1128,2.8121,7.0779,0.9340,,./results/res_complex_512_64_-36.0_2.5_0.02.log
217,complex,512,64,0.02,-34,2.3,,0.8375,0.9228,0.9006,0.9116,,0.8725,0.9435,0.9168,0.9299,,0.8708,0.9391,0.9198,0.9282,,0.8000,0.9073,0.8712,,0.8253,0.9400,0.8711,,0.8852,0.9211,0.9579,,2.83,5.23,7.25,0.9273,5.2325,1.1179,1.4699,1.1145,2.9003,7.3720,0.9392,,./results/res_complex_512_64_-34.0_2.3_0.02.log
218,complex,512,64,0.02,-33,2.25,,0.8381,0.9236,0.9006,0.9119,,0.8729,0.9440,0.9168,0.9302,,0.8697,0.9393,0.9182,0.9275,,0.7974,0.9091,0.8665,,0.8274,0.9402,0.8733,,0.8873,0.9213,0.9601,,2.80,5.27,7.35,0.9298,5.2752,1.1281,1.4864,1.1219,2.9268,7.4393,0.9386,,./results/res_complex_512_64_-33.0_2.25_0.02.log
219,complex,512,64,0.02,-33,2.3,,0.8373,0.9241,0.8991,0.9115,,0.8723,0.9444,0.9157,0.9298,,0.8693,0.9395,0.9173,0.9272,,0.7953,0.9089,0.8642,,0.8253,0.9400,0.8711,,0.8891,0.9232,0.9601,,2.83,5.23,7.25,0.9271,5.2343,1.1220,1.4737,1.1158,2.8927,7.3806,0.9392,,./results/res_complex_512_64_-33.0_2.3_0.02.log
220,complex,512,64,0.02,-34,2.35,,0.8385,0.9256,0.8991,0.9121,,0.8731,0.9454,0.9157,0.9303,,0.8722,0.9417,0.9189,0.9291,,0.8052,0.9140,0.8712,,0.8232,0.9399,0.8689,,0.8850,0.9229,0.9557,,2.80,5.19,7.18,0.9246,5.1896,1.1054,1.4642,1.1119,2.8737,7.2952,0.9387,,./results/res_complex_512_64_-34.0_2.35_0.02.log
221,complex,512,64,0.02,-32,2.35,,0.8385,0.9296,0.8953,0.9122,,0.8722,0.9481,0.9123,0.9299,,0.8699,0.9437,0.9144,0.9277,,0.7961,0.9152,0.8595,,0.8224,0.9442,0.8644,,0.8946,0.9292,0.9601,,2.80,5.18,7.18,0.9260,5.1849,1.1022,1.4453,1.1053,2.8780,7.2870,0.9398,,./results/res_complex_512_64_-32.0_2.35_0.02.log
222,complex,512,64,0.02,-40,2.5,,0.8304,0.9229,0.8923,0.9074,,0.8674,0.9425,0.9115,0.9268,,0.8662,0.9374,0.9142,0.9251,,0.8009,0.9034,0.8759,,0.8151,0.9372,0.8622,,0.8740,0.9276,0.9379,,2.73,5.08,7.04,0.9224,5.0552,1.0666,1.4891,1.1102,2.8094,7.0758,0.9337,,./results/res_complex_512_64_-40.0_2.5_0.02.log
223,complex,512,64,0.02,-40,2.7,,0.8301,0.9366,0.8795,0.9072,,0.8668,0.9526,0.9016,0.9264,,0.8764,0.9539,0.9107,0.9313,,0.7927,0.9107,0.8595,,0.8097,0.9433,0.8511,,0.8875,0.9543,0.9268,,2.54,4.87,6.81,0.9289,4.8488,1.0334,1.3411,1.0611,2.6786,6.8121,0.9336,,./results/res_complex_512_64_-40.0_2.7_0.02.log
224,complex,512,64,0.02,-40,2.9,,0.8222,0.9448,0.8637,0.9024,,0.8617,0.9588,0.8903,0.9230,,0.8764,0.9668,0.8984,0.9309,,0.7900,0.9125,0.8548,,0.8043,0.9497,0.8400,,0.8726,0.9712,0.8958,,2.45,4.65,6.51,0.9241,4.6282,1.0113,1.2489,1.0237,2.5053,6.5506,0.9329,,./results/res_complex_512_64_-40.0_2.9_0.02.log
225,complex,1024,64,0.02,-40,2.7,,0.8132,0.9465,0.8524,0.8970,,0.8561,0.9605,0.8822,0.9193,,0.8681,0.9633,0.8919,0.9255,,0.7787,0.9135,0.8407,,0.7970,0.9540,0.8289,,0.8639,0.9709,0.8869,,2.83,5.10,6.99,0.9205,5.0719,1.0307,1.3388,1.0604,2.9225,7.0451,0.9326,,./results/res_complex_1024_64_-40.0_2.7_0.02.log
226,complex,1024,64,0.02,-40,2.6,,0.8207,0.9455,0.8614,0.9015,,0.8614,0.9600,0.8887,0.9227,,0.8740,0.9614,0.9003,0.9291,,0.7831,0.9139,0.8454,,0.8013,0.9542,0.8333,,0.8774,0.9668,0.9047,,2.86,5.23,7.17,0.9231,5.1901,1.0170,1.3732,1.0729,3.0688,7.1368,0.9291,,./results/res_complex_1024_64_-40.0_2.6_0.02.log
227,complex,1024,64,0.02,-40,2.5,,0.8221,0.9375,0.8697,0.9023,,0.8634,0.9545,0.8953,0.9238,,0.8679,0.9515,0.9027,0.9258,,0.7939,0.9150,0.8571,,0.8077,0.9545,0.8400,,0.8634,0.9427,0.9113,,2.95,5.34,7.40,0.9273,5.3110,1.0409,1.4232,1.0956,3.1278,7.2913,0.9292,,./results/res_complex_1024_64_-40.0_2.5_0.02.log
228,complex,1024,64,0.02,-40,2.55,,0.8226,0.9426,0.8660,0.9027,,0.8629,0.9581,0.8919,0.9236,,0.8737,0.9586,0.9029,0.9292,,0.7874,0.9144,0.8501,,0.8034,0.9543,0.8356,,0.8763,0.9580,0.9113,,2.90,5.28,7.30,0.9261,5.2519,1.0195,1.4007,1.0847,3.1225,7.2006,0.9298,,./results/res_complex_1024_64_-40.0_2.55_0.02.log
229,complex,1024,64,0.02,-35,2.4,,0.8289,0.9438,0.8720,0.9065,,0.8673,0.9590,0.8962,0.9264,,0.8730,0.9566,0.9048,0.9290,,0.7834,0.9227,0.8384,,0.8051,0.9567,0.8356,,0.8964,0.9507,0.9401,,3.00,5.44,7.51,0.9283,5.4265,1.0471,1.3893,1.0976,3.2326,7.4210,0.9270,,./results/res_complex_1024_64_-35.0_2.4_0.02.log
230,complex,1024,64,0.02,-35,2.3,,0.8312,0.9389,0.8788,0.9078,,0.8691,0.9557,0.9011,0.9275,,0.8721,0.9515,0.9087,0.9285,,0.7899,0.9233,0.8454,,0.8038,0.9520,0.8378,,0.8975,0.9408,0.9512,,3.20,5.54,7.64,0.9280,5.5316,1.1005,1.4073,1.1079,3.2325,7.6346,0.9356,,./results/res_complex_1024_64_-35.0_2.3_0.02.log
