ID,Method,Buffer Size,Hop size,Min IOI,Silence Threshold,Onset Threshold,,Global Accuracy,Global Precision,Global Recall,Global f1,,MAvg_pp Accuracy,MAvg_pp Precision,MAvg_pp Recall,MAvg_pp f1,,MAvg_t Accuracy,MAvg_t Precision,MAvg_t Recall,MAvg_t f1,,Piano Accuracy,Piano Precision,Piano Recall,,Mezzoforte Accuracy,Mezzoforte Precision,Mezzoforte Recall,,Forte Accuracy,Forte Precision,Forte Recall,,Adj Min (ms),Avg (ms),Adj Max (ms),Percentage in Adj min-max,MAvg_t Mean,MAvg_t IQR,MAvg_t Var,MAvg_t SD,MAvg_t loTukeyFence,MAvg_t hiTukeyFence,MAvg_t percentageIn,,Logfile name
487,kl,1024,64,0.02,-32,2.8,,0.8305,0.9475,0.8705,0.9074,,0.8653,0.9619,0.8923,0.9257,,0.8604,0.9595,0.8883,0.9216,,0.7717,0.9149,0.8314,,0.8153,0.9481,0.8533,,0.9046,0.9766,0.9246,,4.61,7.17,9.51,0.9066,7.1501,1.3466,2.1907,1.4022,4.4498,9.8362,0.9120,,./results/res_kl_1024_64_-32.0_2.8_0.02.log
488,kl,1024,64,0.02,-32,2.7,,0.8356,0.9471,0.8765,0.9104,,0.8675,0.9618,0.8953,0.9273,,0.8570,0.9558,0.8870,0.9193,,0.7787,0.9135,0.8407,,0.8209,0.9530,0.8556,,0.9071,0.9722,0.9313,,4.73,7.37,9.74,0.9055,7.3421,1.3480,2.2793,1.4394,4.6333,10.0255,0.9100,,./results/res_kl_1024_64_-32.0_2.7_0.02.log
489,kl,1024,64,0.02,-37,3,,0.8300,0.9417,0.8750,0.9071,,0.8704,0.9574,0.9005,0.9279,,0.8693,0.9547,0.9012,0.9268,,0.8048,0.9160,0.8689,,0.8234,0.9509,0.8600,,0.8614,0.9573,0.8958,,4.30,6.77,9.00,0.9088,6.7389,1.2683,1.9694,1.3275,4.1759,9.2492,0.9114,,./results/res_kl_1024_64_-37.0_3.0_0.02.log
490,kl,1024,64,0.02,-37,3.1,,0.8242,0.9420,0.8682,0.9036,,0.8662,0.9575,0.8957,0.9253,,0.8647,0.9544,0.8958,0.9237,,0.8069,0.9163,0.8712,,0.8102,0.9524,0.8444,,0.8550,0.9570,0.8891,,4.01,6.52,8.77,0.9055,6.4923,1.2161,1.8854,1.3047,4.0276,8.8920,0.9101,,./results/res_kl_1024_64_-37.0_3.1_0.02.log
491,kl,1024,64,0.02,-39,3,,0.8275,0.9393,0.8742,0.9056,,0.8687,0.9558,0.9000,0.9269,,0.8646,0.9504,0.8992,0.9237,,0.8048,0.9160,0.8689,,0.8255,0.9510,0.8622,,0.8517,0.9504,0.8914,,4.30,6.78,9.00,0.9078,6.7396,1.2694,1.9877,1.3320,4.1736,9.2512,0.9107,,./results/res_kl_1024_64_-39.0_3.0_0.02.log
492,kl,1024,64,0.02,-39,3.1,,0.8211,0.9389,0.8675,0.9018,,0.8642,0.9553,0.8951,0.9240,,0.8597,0.9496,0.8938,0.9204,,0.8069,0.9163,0.8712,,0.8124,0.9525,0.8467,,0.8436,0.9477,0.8847,,4.01,6.53,8.77,0.9045,6.4929,1.2194,1.9049,1.3097,4.0221,8.8997,0.9094,,./results/res_kl_1024_64_-39.0_3.1_0.02.log
493,kl,2048,64,0.02,-35,3,,0.7903,0.9521,0.8230,0.8829,,0.8404,0.9639,0.8618,0.9087,,0.8321,0.9619,0.8526,0.9015,,0.7555,0.9270,0.8033,,0.7892,0.9607,0.8156,,0.8254,0.9672,0.8492,,4.63,7.10,9.25,0.8957,7.0574,1.2184,1.9342,1.3190,4.6278,9.5016,0.9124,,./results/res_kl_2048_64_-35.0_3.0_0.02.log
494,kl,2048,64,0.02,-35,2,,0.8273,0.9488,0.8660,0.9055,,0.8675,0.9624,0.8933,0.9262,,0.8540,0.9543,0.8813,0.9155,,0.7516,0.9243,0.8009,,0.8301,0.9490,0.8689,,0.8987,0.9698,0.9246,,6.75,9.52,12.38,0.8896,9.4509,1.4209,3.7115,1.8966,6.7485,12.4321,0.8889,,./results/res_kl_2048_64_-35.0_2.0_0.02.log
495,kl,2048,64,0.02,-35,1.5,,0.8522,0.9424,0.8991,0.9202,,0.8830,0.9587,0.9150,0.9363,,0.8796,0.9568,0.9119,0.9335,,0.8208,0.9369,0.8689,,0.8257,0.9256,0.8844,,0.9101,0.9637,0.9424,,7.92,10.93,14.46,0.9179,10.8252,1.5630,4.5920,2.1174,7.8859,14.1379,0.8940,,./results/res_kl_2048_64_-35.0_1.5_0.02.log
496,kl,2048,64,0.02,-35,1,,0.8422,0.9086,0.9202,0.9143,,0.8634,0.9316,0.9216,0.9259,,0.8572,0.9280,0.9158,0.9208,,0.8164,0.9130,0.8852,,0.7871,0.8667,0.8956,,0.9265,0.9464,0.9778,,6.71,14.05,19.97,0.9583,13.7028,3.2128,8.9724,2.9770,7.6137,20.4651,0.9414,,./results/res_kl_2048_64_-35.0_1.0_0.02.log
497,kl,2048,64,0.02,-35,1.7,,0.8351,0.9413,0.8810,0.9102,,0.8732,0.9574,0.9041,0.9299,,0.8639,0.9515,0.8961,0.9226,,0.7704,0.9307,0.8173,,0.8274,0.9277,0.8844,,0.9058,0.9636,0.9379,,7.18,10.36,13.60,0.9103,10.2738,1.5043,4.0463,1.9879,7.4244,13.4418,0.8953,,./results/res_kl_2048_64_-35.0_1.7_0.02.log
498,kl,2048,64,0.02,-35,1.55,,0.8456,0.9391,0.8946,0.9163,,0.8784,0.9563,0.9117,0.9335,,0.8735,0.9532,0.9077,0.9296,,0.8057,0.9335,0.8548,,0.8223,0.9213,0.8844,,0.9081,0.9615,0.9424,,7.73,10.81,14.23,0.9150,10.7120,1.5555,4.2595,2.0384,7.7544,13.9766,0.8961,,./results/res_kl_2048_64_-35.0_1.55_0.02.log
499,kl,2048,64,0.02,-35,1.45,,0.8520,0.9396,0.9014,0.9201,,0.8829,0.9567,0.9166,0.9362,,0.8786,0.9539,0.9132,0.9328,,0.8212,0.9347,0.8712,,0.8206,0.9192,0.8844,,0.9143,0.9639,0.9468,,8.17,11.08,14.68,0.9181,10.9739,1.6062,4.7512,2.1549,7.9468,14.3718,0.8936,,./results/res_kl_2048_64_-35.0_1.45_0.02.log
500,kl,2048,64,0.02,-32,1.5,,0.8581,0.9520,0.8968,0.9236,,0.8854,0.9655,0.9119,0.9379,,0.8797,0.9620,0.9074,0.9335,,0.8166,0.9481,0.8548,,0.8271,0.9297,0.8822,,0.9306,0.9772,0.9512,,7.92,10.94,14.48,0.9202,10.8328,1.5842,4.6080,2.1199,7.8514,14.1884,0.8950,,./results/res_kl_2048_64_-32.0_1.5_0.02.log
501,kl,2048,64,0.02,-32,1.4,,0.8563,0.9490,0.8976,0.9226,,0.8820,0.9635,0.9104,0.9362,,0.8777,0.9606,0.9069,0.9326,,0.8125,0.9455,0.8525,,0.8257,0.9256,0.8844,,0.9307,0.9751,0.9534,,8.29,11.23,14.95,0.9237,11.1238,1.6414,4.9035,2.1917,8.0366,14.6021,0.8959,,./results/res_kl_2048_64_-32.0_1.4_0.02.log
502,kl,2048,64,0.02,-37,1.5,,0.8520,0.9396,0.9014,0.9201,,0.8829,0.9567,0.9166,0.9362,,0.8823,0.9557,0.9163,0.9353,,0.8234,0.9348,0.8735,,0.8227,0.9194,0.8867,,0.9101,0.9637,0.9424,,7.92,10.92,14.46,0.9165,10.8211,1.5570,4.6087,2.1230,7.8939,14.1219,0.8936,,./results/res_kl_2048_64_-37.0_1.5_0.02.log
503,kl,2048,64,0.02,-38,1.55,,0.8480,0.9372,0.8991,0.9178,,0.8809,0.9550,0.9157,0.9349,,0.8786,0.9527,0.9142,0.9328,,0.8106,0.9316,0.8618,,0.8268,0.9197,0.8911,,0.9062,0.9594,0.9424,,7.73,10.80,14.20,0.9121,10.7116,1.5461,4.2995,2.0489,7.7720,13.9564,0.8954,,./results/res_kl_2048_64_-38.0_1.55_0.02.log
504,mkl,64,64,0.02,-35,3,,0.8074,0.9236,0.8652,0.8935,,0.8446,0.9437,0.8850,0.9134,,0.8459,0.9478,0.8827,0.9134,,0.7484,0.8931,0.8220,,0.8140,0.9206,0.8756,,0.8596,0.9551,0.8958,,1.46,3.59,5.60,0.9330,3.5338,1.0813,1.6109,1.1054,1.2270,5.5522,0.9554,,./results/res_mkl_64_64_-35.0_3.0_0.02.log
505,mkl,64,64,0.02,-35,2,,0.7216,0.7818,0.9036,0.8383,,0.7813,0.8326,0.9189,0.8719,,0.7956,0.8502,0.9199,0.8799,,0.6763,0.7446,0.8806,,0.6825,0.7431,0.8933,,0.8147,0.8630,0.9357,,1.76,4.35,6.40,0.9250,4.3206,1.1608,2.0395,1.2380,1.8392,6.4826,0.9488,,./results/res_mkl_64_64_-35.0_2.0_0.02.log
506,mkl,64,64,0.02,-35,2.5,,0.7827,0.8722,0.8840,0.8781,,0.8260,0.9007,0.9028,0.9016,,0.8336,0.9083,0.9046,0.9055,,0.7174,0.8326,0.8384,,0.7718,0.8562,0.8867,,0.8616,0.9267,0.9246,,1.70,4.05,6.04,0.9293,4.0147,1.0523,1.6916,1.1262,1.7614,5.9707,0.9507,,./results/res_mkl_64_64_-35.0_2.5_0.02.log
507,mkl,64,64,0.02,-35,2.8,,0.8047,0.9092,0.8750,0.8918,,0.8409,0.9316,0.8921,0.9114,,0.8456,0.9377,0.8914,0.9133,,0.7442,0.8765,0.8314,,0.8049,0.9041,0.8800,,0.8653,0.9448,0.9113,,1.57,3.83,5.78,0.9277,3.7834,1.0438,1.6873,1.1202,1.5500,5.7254,0.9528,,./results/res_mkl_64_64_-35.0_2.8_0.02.log
508,mkl,64,64,0.02,-35,2.9,,0.8039,0.9165,0.8675,0.8913,,0.8409,0.9372,0.8867,0.9112,,0.8425,0.9420,0.8840,0.9114,,0.7458,0.8866,0.8244,,0.8165,0.9188,0.8800,,0.8487,0.9417,0.8958,,1.32,3.72,5.66,0.9288,3.6701,1.0478,1.6765,1.1143,1.4238,5.6150,0.9545,,./results/res_mkl_64_64_-35.0_2.9_0.02.log
509,mkl,64,64,0.02,-35,3.2,,0.8010,0.9309,0.8517,0.8895,,0.8368,0.9469,0.8739,0.9089,,0.8370,0.9510,0.8701,0.9079,,0.7430,0.8966,0.8126,,0.8075,0.9324,0.8578,,0.8522,0.9614,0.8825,,1.01,3.28,5.42,0.9408,3.2181,1.1099,1.6414,1.1177,0.8561,5.2956,0.9535,,./results/res_mkl_64_64_-35.0_3.2_0.02.log
510,mkl,64,64,0.02,-35,3.05,,0.8068,0.9271,0.8614,0.8931,,0.8433,0.9452,0.8823,0.9127,,0.8432,0.9484,0.8789,0.9117,,0.7479,0.8951,0.8197,,0.8187,0.9291,0.8733,,0.8532,0.9548,0.8891,,1.38,3.51,5.59,0.9344,3.4582,1.0957,1.6261,1.1120,1.1224,5.5053,0.9556,,./results/res_mkl_64_64_-35.0_3.05_0.02.log
511,mkl,64,64,0.02,-38,3,,0.8045,0.9172,0.8675,0.8916,,0.8427,0.9384,0.8874,0.9122,,0.8474,0.9436,0.8878,0.9143,,0.7542,0.8878,0.8337,,0.8107,0.9163,0.8756,,0.8481,0.9459,0.8914,,1.46,3.59,5.60,0.9332,3.5312,1.0732,1.6017,1.1026,1.2402,5.5329,0.9556,,./results/res_mkl_64_64_-38.0_3.0_0.02.log
512,mkl,64,64,0.02,-38,3.1,,0.8011,0.9196,0.8614,0.8896,,0.8380,0.9384,0.8823,0.9095,,0.8415,0.9427,0.8820,0.9109,,0.7495,0.8892,0.8267,,0.8116,0.9224,0.8711,,0.8418,0.9455,0.8847,,1.25,3.44,5.56,0.9362,3.3836,1.0857,1.6252,1.1112,1.0696,5.4122,0.9504,,./results/res_mkl_64_64_-38.0_3.1_0.02.log
513,mkl,64,64,0.02,-38,3.3,,0.7932,0.9302,0.8434,0.8847,,0.8306,0.9455,0.8680,0.9049,,0.8374,0.9535,0.8684,0.9081,,0.7431,0.8883,0.8197,,0.8038,0.9407,0.8467,,0.8330,0.9605,0.8625,,0.81,3.11,5.19,0.9348,3.0459,1.0541,1.6272,1.1070,0.7901,5.0066,0.9528,,./results/res_mkl_64_64_-38.0_3.3_0.02.log
514,mkl,64,64,0.02,-31,3,,0.8134,0.9376,0.8599,0.8971,,0.8476,0.9542,0.8799,0.9155,,0.8459,0.9580,0.8749,0.9136,,0.7435,0.9031,0.8080,,0.8193,0.9375,0.8667,,0.8772,0.9690,0.9024,,1.46,3.55,5.58,0.9343,3.5192,1.0779,1.4627,1.0771,1.2310,5.5426,0.9583,,./results/res_mkl_64_64_-31.0_3.0_0.02.log
515,mkl,64,64,0.02,-31,2.8,,0.8070,0.9257,0.8630,0.8932,,0.8412,0.9427,0.8827,0.9117,,0.8421,0.9464,0.8806,0.9113,,0.7234,0.8877,0.7963,,0.8187,0.9291,0.8733,,0.8787,0.9560,0.9157,,1.57,3.80,5.75,0.9319,3.7790,1.0412,1.5856,1.0973,1.5531,5.7177,0.9548,,./results/res_mkl_64_64_-31.0_2.8_0.02.log
516,mkl,64,64,0.02,-31,2.9,,0.8101,0.9323,0.8607,0.8951,,0.8439,0.9481,0.8811,0.9133,,0.8424,0.9522,0.8762,0.9116,,0.7376,0.9003,0.8033,,0.8239,0.9357,0.8733,,0.8678,0.9576,0.9024,,1.58,3.69,5.63,0.9300,3.6619,1.0491,1.5624,1.0919,1.4209,5.6171,0.9562,,./results/res_mkl_64_64_-31.0_2.9_0.02.log
517,mkl,128,64,0.02,-35,3,,0.8227,0.9340,0.8735,0.9027,,0.8572,0.9501,0.8938,0.9211,,0.8642,0.9567,0.8954,0.9244,,0.7548,0.8859,0.8361,,0.8280,0.9489,0.8667,,0.8863,0.9650,0.9157,,1.67,3.88,5.74,0.9302,3.8492,0.9493,1.5092,1.0600,1.8269,5.6242,0.9462,,./results/res_mkl_128_64_-35.0_3.0_0.02.log
518,mkl,128,64,0.02,-35,2.9,,0.8264,0.9294,0.8818,0.9049,,0.8614,0.9461,0.9019,0.9234,,0.8725,0.9534,0.9073,0.9293,,0.7563,0.8802,0.8431,,0.8330,0.9448,0.8756,,0.8910,0.9608,0.9246,,1.73,4.01,5.90,0.9274,3.9823,0.9546,1.6379,1.0922,1.9406,5.7591,0.9431,,./results/res_mkl_128_64_-35.0_2.9_0.02.log
519,mkl,128,64,0.02,-35,2.8,,0.8189,0.9199,0.8818,0.9004,,0.8564,0.9395,0.9019,0.9203,,0.8644,0.9451,0.9057,0.9244,,0.7464,0.8692,0.8407,,0.8264,0.9338,0.8778,,0.8854,0.9542,0.9246,,1.79,4.11,5.95,0.9249,4.0861,0.9777,1.6708,1.1094,1.9933,5.9040,0.9427,,./results/res_mkl_128_64_-35.0_2.8_0.02.log
520,mkl,128,64,0.02,-35,2.95,,0.8247,0.9306,0.8788,0.9040,,0.8594,0.9470,0.8990,0.9223,,0.8708,0.9540,0.9047,0.9283,,0.7595,0.8845,0.8431,,0.8249,0.9422,0.8689,,0.8908,0.9630,0.9224,,1.70,3.94,5.82,0.9289,3.9166,0.9337,1.5279,1.0679,1.9201,5.6551,0.9413,,./results/res_mkl_128_64_-35.0_2.95_0.02.log
521,mkl,128,64,0.02,-32,2.8,,0.8161,0.9306,0.8690,0.8988,,0.8541,0.9468,0.8927,0.9188,,0.8590,0.9508,0.8952,0.9212,,0.7321,0.8807,0.8126,,0.8259,0.9488,0.8644,,0.8913,0.9587,0.9268,,1.79,4.10,6.00,0.9298,4.0869,0.9788,1.5813,1.0878,1.9939,5.9092,0.9443,,./results/res_mkl_128_64_-32.0_2.8_0.02.log
522,mkl,128,64,0.02,-32,2.7,,0.8176,0.9266,0.8742,0.8997,,0.8538,0.9425,0.8965,0.9188,,0.8571,0.9454,0.8983,0.9202,,0.7353,0.8772,0.8197,,0.8266,0.9444,0.8689,,0.8917,0.9545,0.9313,,1.81,4.17,6.13,0.9337,4.1677,1.0112,1.4900,1.0766,2.0100,6.0550,0.9428,,./results/res_mkl_128_64_-32.0_2.7_0.02.log
523,mkl,128,64,0.02,-32,2.9,,0.8209,0.9360,0.8697,0.9016,,0.8573,0.9506,0.8932,0.9208,,0.8657,0.9570,0.8972,0.9253,,0.7373,0.8855,0.8150,,0.8294,0.9534,0.8644,,0.8970,0.9654,0.9268,,1.73,4.00,5.90,0.9307,3.9841,0.9578,1.5424,1.0693,1.9401,5.7715,0.9447,,./results/res_mkl_128_64_-32.0_2.9_0.02.log
524,mkl,128,64,0.02,-38,3,,0.8202,0.9282,0.8758,0.9012,,0.8541,0.9445,0.8954,0.9193,,0.8645,0.9518,0.8998,0.9246,,0.7563,0.8802,0.8431,,0.8270,0.9423,0.8711,,0.8782,0.9603,0.9113,,1.67,3.89,5.74,0.9286,3.8495,0.9592,1.5391,1.0675,1.7976,5.6344,0.9441,,./results/res_mkl_128_64_-38.0_3.0_0.02.log
525,mkl,128,64,0.02,-38,3.1,,0.8148,0.9298,0.8682,0.8980,,0.8495,0.9456,0.8893,0.9165,,0.8604,0.9541,0.8930,0.9221,,0.7532,0.8837,0.8361,,0.8245,0.9443,0.8667,,0.8675,0.9598,0.9002,,1.54,3.76,5.57,0.9289,3.7104,0.9808,1.5491,1.0636,1.6130,5.5363,0.9439,,./results/res_mkl_128_64_-38.0_3.1_0.02.log
526,mkl,256,64,0.02,-35,3,,0.8290,0.9430,0.8727,0.9065,,0.8628,0.9564,0.8947,0.9244,,0.8765,0.9631,0.9028,0.9315,,0.7633,0.8950,0.8384,,0.8326,0.9604,0.8622,,0.8920,0.9718,0.9157,,2.11,4.42,6.40,0.9301,4.3869,1.0283,1.3993,1.0671,2.2129,6.3259,0.9359,,./results/res_mkl_256_64_-35.0_3.0_0.02.log
527,mkl,256,64,0.02,-35,2.7,,0.8362,0.9308,0.8916,0.9108,,0.8690,0.9481,0.9089,0.9281,,0.8790,0.9521,0.9160,0.9331,,0.7738,0.8883,0.8571,,0.8256,0.9379,0.8733,,0.9101,0.9637,0.9424,,2.45,4.70,6.56,0.9231,4.6853,1.0551,1.4005,1.0816,2.4649,6.6854,0.9372,,./results/res_mkl_256_64_-35.0_2.7_0.02.log
528,mkl,256,64,0.02,-35,2.6,,0.8330,0.9205,0.8976,0.9089,,0.8671,0.9403,0.9139,0.9269,,0.8773,0.9459,0.9203,0.9322,,0.7857,0.8842,0.8759,,0.8191,0.9271,0.8756,,0.8945,0.9485,0.9401,,2.52,4.78,6.77,0.9270,4.7782,1.0788,1.4389,1.0989,2.5100,6.8254,0.9359,,./results/res_mkl_256_64_-35.0_2.6_0.02.log
529,mkl,256,64,0.02,-35,2.8,,0.8395,0.9366,0.8901,0.9127,,0.8711,0.9522,0.9078,0.9294,,0.8805,0.9552,0.9151,0.9342,,0.7830,0.8954,0.8618,,0.8309,0.9447,0.8733,,0.9054,0.9678,0.9335,,2.46,4.60,6.49,0.9213,4.5902,1.0520,1.3635,1.0693,2.3638,6.5718,0.9417,,./results/res_mkl_256_64_-35.0_2.8_0.02.log
530,mkl,256,64,0.02,-35,2.9,,0.8358,0.9413,0.8818,0.9106,,0.8684,0.9553,0.9019,0.9277,,0.8827,0.9622,0.9104,0.9351,,0.7676,0.8955,0.8431,,0.8358,0.9538,0.8711,,0.9050,0.9722,0.9290,,2.21,4.52,6.45,0.9249,4.4937,1.0249,1.4447,1.0844,2.3188,6.4183,0.9328,,./results/res_mkl_256_64_-35.0_2.9_0.02.log
531,mkl,256,64,0.02,-31,2.8,,0.8350,0.9463,0.8765,0.9101,,0.8677,0.9596,0.8974,0.9273,,0.8742,0.9611,0.9034,0.9304,,0.7624,0.9075,0.8267,,0.8312,0.9558,0.8644,,0.9114,0.9724,0.9357,,2.46,4.59,6.49,0.9253,4.5885,1.0415,1.3196,1.0531,2.3876,6.5535,0.9442,,./results/res_mkl_256_64_-31.0_2.8_0.02.log
532,mkl,256,64,0.02,-31,2.7,,0.8362,0.9435,0.8803,0.9108,,0.8679,0.9577,0.8994,0.9276,,0.8770,0.9613,0.9063,0.9319,,0.7548,0.9023,0.8220,,0.8298,0.9512,0.8667,,0.9244,0.9727,0.9490,,2.45,4.68,6.56,0.9281,4.6784,1.0486,1.3281,1.0547,2.4784,6.6728,0.9395,,./results/res_mkl_256_64_-31.0_2.7_0.02.log
533,mkl,256,64,0.02,-31,2.6,,0.8375,0.9358,0.8886,0.9115,,0.8690,0.9516,0.9060,0.9282,,0.8778,0.9564,0.9119,0.9325,,0.7747,0.9025,0.8454,,0.8232,0.9399,0.8689,,0.9145,0.9618,0.9490,,2.52,4.76,6.76,0.9297,4.7717,1.0776,1.3674,1.0737,2.5131,6.8233,0.9396,,./results/res_mkl_256_64_-31.0_2.6_0.02.log
534,mkl,256,64,0.02,-31,2.5,,0.8362,0.9308,0.8916,0.9108,,0.8682,0.9482,0.9082,0.9277,,0.8718,0.9504,0.9105,0.9290,,0.7714,0.8980,0.8454,,0.8218,0.9356,0.8711,,0.9151,0.9557,0.9557,,2.56,4.85,6.86,0.9291,4.8516,1.0907,1.4423,1.1164,2.5746,6.9373,0.9411,,./results/res_mkl_256_64_-31.0_2.5_0.02.log
535,mkl,256,64,0.02,-38,3,,0.8263,0.9378,0.8742,0.9049,,0.8618,0.9527,0.8965,0.9236,,0.8763,0.9602,0.9045,0.9311,,0.7665,0.8914,0.8454,,0.8217,0.9485,0.8600,,0.8920,0.9718,0.9157,,2.11,4.42,6.37,0.9302,4.3804,1.0311,1.3662,1.0540,2.2061,6.3304,0.9388,,./results/res_mkl_256_64_-38.0_3.0_0.02.log
536,mkl,512,64,0.02,-35,3,,0.8081,0.9586,0.8373,0.8939,,0.8490,0.9677,0.8700,0.9152,,0.8559,0.9738,0.8723,0.9188,,0.7763,0.9243,0.8290,,0.8013,0.9661,0.8244,,0.8468,0.9847,0.8581,,2.60,4.83,6.74,0.9191,4.7994,0.9909,1.2778,1.0440,2.7233,6.6870,0.9283,,./results/res_mkl_512_64_-35.0_3.0_0.02.log
537,mkl,512,64,0.02,-35,2,,0.8536,0.9335,0.9089,0.9210,,0.8849,0.9518,0.9234,0.9374,,0.8880,0.9541,0.9253,0.9387,,0.8120,0.9026,0.8899,,0.8358,0.9408,0.8822,,0.9130,0.9556,0.9534,,3.57,6.03,8.15,0.9196,6.0276,1.2137,1.6097,1.1963,3.5539,8.4086,0.9292,,./results/res_mkl_512_64_-35.0_2.0_0.02.log
538,mkl,512,64,0.02,-35,2.2,,0.8546,0.9411,0.9029,0.9216,,0.8854,0.9570,0.9191,0.9377,,0.8890,0.9581,0.9219,0.9390,,0.8069,0.9060,0.8806,,0.8270,0.9423,0.8711,,0.9309,0.9729,0.9557,,3.35,5.82,7.90,0.9241,5.8142,1.1716,1.5211,1.1616,3.4239,8.1103,0.9342,,./results/res_mkl_512_64_-35.0_2.2_0.02.log
539,mkl,512,64,0.02,-35,2.1,,0.8550,0.9384,0.9059,0.9218,,0.8858,0.9551,0.9212,0.9379,,0.8890,0.9567,0.9236,0.9392,,0.8073,0.9041,0.8829,,0.8333,0.9427,0.8778,,0.9249,0.9664,0.9557,,3.46,5.93,8.08,0.9235,5.9228,1.1751,1.5540,1.1753,3.5198,8.2202,0.9305,,./results/res_mkl_512_64_-35.0_2.1_0.02.log
540,mkl,512,64,0.02,-31,2.1,,0.8553,0.9461,0.8991,0.9220,,0.8850,0.9605,0.9157,0.9375,,0.8867,0.9607,0.9173,0.9378,,0.7909,0.9084,0.8595,,0.8362,0.9516,0.8733,,0.9394,0.9753,0.9623,,3.46,5.92,8.08,0.9246,5.9202,1.1828,1.5203,1.1650,3.5083,8.2394,0.9339,,./results/res_mkl_512_64_-31.0_2.1_0.02.log
541,mkl,512,64,0.02,-31,2,,0.8571,0.9434,0.9036,0.9231,,0.8864,0.9586,0.9189,0.9384,,0.8876,0.9594,0.9199,0.9384,,0.7957,0.9069,0.8665,,0.8386,0.9495,0.8778,,0.9375,0.9710,0.9645,,3.57,6.03,8.15,0.9208,6.0259,1.2117,1.5766,1.1864,3.5587,8.4053,0.9303,,./results/res_mkl_512_64_-31.0_2.0_0.02.log
542,mkl,512,64,0.02,-31,1.9,,0.8579,0.9386,0.9089,0.9235,,0.8870,0.9554,0.9227,0.9387,,0.8834,0.9524,0.9214,0.9357,,0.8069,0.9060,0.8806,,0.8351,0.9450,0.8778,,0.9316,0.9625,0.9667,,3.63,6.12,8.27,0.9213,6.1229,1.2124,1.6007,1.1955,3.6548,8.5046,0.9261,,./results/res_mkl_512_64_-31.0_1.9_0.02.log
543,mkl,512,64,0.02,-38,2.1,,0.8465,0.9289,0.9051,0.9169,,0.8793,0.9478,0.9207,0.9340,,0.8815,0.9479,0.9232,0.9347,,0.8089,0.8965,0.8923,,0.8264,0.9338,0.8778,,0.9045,0.9552,0.9446,,3.46,5.94,8.06,0.9218,5.9254,1.1764,1.6079,1.1896,3.5167,8.2224,0.9280,,./results/res_mkl_512_64_-38.0_2.1_0.02.log
544,mkl,512,64,0.02,-38,2.2,,0.8473,0.9323,0.9029,0.9174,,0.8798,0.9501,0.9191,0.9343,,0.8821,0.9497,0.9219,0.9349,,0.8085,0.8983,0.8899,,0.8239,0.9357,0.8733,,0.9103,0.9616,0.9446,,3.35,5.83,7.90,0.9233,5.8171,1.1689,1.5752,1.1759,3.4267,8.1024,0.9317,,./results/res_mkl_512_64_-38.0_2.2_0.02.log
545,mkl,1024,64,0.02,-35,2,,0.8237,0.9486,0.8622,0.9034,,0.8642,0.9622,0.8899,0.9243,,0.8620,0.9607,0.8876,0.9220,,0.7952,0.9194,0.8548,,0.8030,0.9566,0.8333,,0.8728,0.9689,0.8980,,4.08,6.54,8.70,0.9135,6.5189,1.2007,1.6376,1.2056,4.0878,8.8908,0.9223,,./results/res_mkl_1024_64_-35.0_2.0_0.02.log
546,mkl,1024,64,0.02,-35,1.3,,0.8624,0.9368,0.9157,0.9261,,0.8910,0.9543,0.9283,0.9411,,0.8723,0.9422,0.9138,0.9272,,0.8297,0.9123,0.9016,,0.8436,0.9455,0.8867,,0.9133,0.9515,0.9579,,4.86,7.58,9.97,0.9079,7.5695,1.3375,2.1928,1.4007,4.8776,10.2276,0.9098,,./results/res_mkl_1024_64_-35.0_1.3_0.02.log
547,mkl,1024,64,0.02,-35,1.4,,0.8543,0.9383,0.9051,0.9214,,0.8853,0.9551,0.9207,0.9376,,0.8727,0.9474,0.9108,0.9283,,0.8125,0.9106,0.8829,,0.8351,0.9450,0.8778,,0.9149,0.9577,0.9534,,4.76,7.43,9.78,0.9077,7.4181,1.3184,2.1222,1.3718,4.7537,10.0273,0.9114,,./results/res_mkl_1024_64_-35.0_1.4_0.02.log
548,mkl,1024,64,0.02,-35,1.6,,0.8481,0.9457,0.8916,0.9178,,0.8815,0.9607,0.9110,0.9352,,0.8756,0.9556,0.9076,0.9306,,0.8087,0.9185,0.8712,,0.8255,0.9510,0.8622,,0.9099,0.9658,0.9401,,4.49,7.13,9.45,0.9122,7.1181,1.3065,1.9170,1.3096,4.4828,9.7089,0.9157,,./results/res_mkl_1024_64_-35.0_1.6_0.02.log
549,mkl,1024,64,0.02,-35,1.75,,0.8360,0.9449,0.8788,0.9107,,0.8730,0.9600,0.9018,0.9298,,0.8723,0.9568,0.9033,0.9289,,0.8083,0.9206,0.8689,,0.8149,0.9504,0.8511,,0.8844,0.9627,0.9157,,4.33,6.90,9.10,0.9126,6.8926,1.2348,1.8240,1.2753,4.3857,9.3249,0.9146,,./results/res_mkl_1024_64_-35.0_1.75_0.02.log
