ID,Method,Buffer Size,Hop size,Min IOI,Silence Threshold,Onset Threshold,,Global Accuracy,Global Precision,Global Recall,Global f1,,MAvg_pp Accuracy,MAvg_pp Precision,MAvg_pp Recall,MAvg_pp f1,,MAvg_t Accuracy,MAvg_t Precision,MAvg_t Recall,MAvg_t f1,,Piano Accuracy,Piano Precision,Piano Recall,Piano f1-score,Mezzoforte Accuracy,Mezzoforte Precision,Mezzoforte Recall,Mezzoforte f1-score,Forte Accuracy,Forte Precision,Forte Recall,Forte f1-score,Adj Min (ms),Avg (ms),Adj Max (ms),Percentage in Adj min-max,MAvg_t Mean,MAvg_t IQR,MAvg_t Var,MAvg_t SD,MAvg_t loTukeyFence,MAvg_t hiTukeyFence,MAvg_t percentageIn,,Logfile name
354,mkl (No whitening),128,64,0.02,-55,1.39,,0.9092,0.963,0.942,0.9524,,0.9283,0.9684,0.9563,0.9622,,0.9361,0.9701,0.9626,0.9658,,0.9054,0.9594,0.9415,,0.8471,0.95,0.8867,,0.9761,0.9783,0.9978,,3.23,5.07,6.78,0.9504,5.0873,0.896,0.9592,0.8788,3.2359,6.8199,0.9663,,./results/res_mkl_128_64_-55.0_1.39_0.02.log
355,mkl (No whitening),128,64,0.02,-56,1.38,,0.9042,0.9544,0.945,0.9497,,0.922,0.9602,0.9578,0.9589,,0.9288,0.9614,0.9635,0.9620,,0.9,0.9463,0.9485,,0.8442,0.9413,0.8911,,0.9698,0.974,0.9956,,3.25,5.07,6.80,0.9514,5.0924,0.8922,0.9604,0.8794,3.2485,6.8173,0.9675,,./results/res_mkl_128_64_-56.0_1.38_0.02.log
356,mkl (No whitening),128,64,0.02,-56,1.4,,0.8998,0.9549,0.9398,0.9472,,0.9189,0.9605,0.954,0.9571,,0.9248,0.9616,0.9590,0.9597,,0.8911,0.9458,0.9391,,0.8418,0.9433,0.8867,,0.9676,0.9739,0.9933,,3.21,5.06,6.76,0.9503,5.0789,0.8897,0.9592,0.8788,3.2419,6.8006,0.967,,./results/res_mkl_128_64_-56.0_1.4_0.02.log
357,mkl (No whitening),128,64,0.02,-56,1.35,,0.9024,0.9502,0.9473,0.9487,,0.9209,0.9572,0.9594,0.9582,,0.9266,0.9576,0.9649,0.9608,,0.9024,0.9443,0.9532,,0.8445,0.9393,0.8933,,0.9615,0.9656,0.9956,,3.32,5.09,6.82,0.9515,5.1112,0.9015,0.9631,0.8804,3.2483,6.8544,0.9688,,./results/res_mkl_128_64_-56.0_1.35_0.02.log
358,mkl (No whitening),128,64,0.02,-56,1.33,,0.8986,0.9459,0.9473,0.9466,,0.9168,0.9528,0.9594,0.956,,0.9232,0.9538,0.9649,0.9588,,0.8965,0.9378,0.9532,,0.8431,0.935,0.8956,,0.9573,0.9634,0.9933,,3.36,5.10,6.80,0.9499,5.1244,0.905,0.9681,0.8819,3.2572,6.8771,0.97,,./results/res_mkl_128_64_-56.0_1.33_0.02.log
359,mkl (No whitening),128,64,0.02,-57,1.34,,0.8928,0.9395,0.9473,0.9434,,0.9121,0.9475,0.9594,0.9534,,0.9166,0.9466,0.9649,0.9552,,0.8985,0.94,0.9532,,0.8326,0.9222,0.8956,,0.9492,0.9552,0.9933,,3.34,5.09,6.80,0.9499,5.1177,0.8986,0.9674,0.8819,3.2634,6.8577,0.9696,,./results/res_mkl_128_64_-57.0_1.34_0.02.log
360,mkl (No whitening),128,64,0.02,-57,1.37,,0.8966,0.9444,0.9465,0.9455,,0.9154,0.9517,0.9588,0.9552,,0.9204,0.9514,0.9644,0.9574,,0.9002,0.9442,0.9508,,0.834,0.9263,0.8933,,0.9574,0.9615,0.9956,,3.28,5.08,6.78,0.9507,5.0974,0.8938,0.9617,0.8798,3.2539,6.8291,0.9675,,./results/res_mkl_128_64_-57.0_1.37_0.02.log
361,mkl (No whitening),128,64,0.02,-57,1.4,,0.8921,0.9462,0.9398,0.943,,0.9121,0.9529,0.954,0.9534,,0.9176,0.9537,0.9590,0.9558,,0.8891,0.9435,0.9391,,0.8313,0.9301,0.8867,,0.9573,0.9634,0.9933,,3.21,5.06,6.76,0.9503,5.0789,0.8897,0.9592,0.8788,3.2419,6.8006,0.967,,./results/res_mkl_128_64_-57.0_1.4_0.02.log
362,mkl (No whitening),128,64,0.02,-53,1.28,,0.9136,0.9625,0.9473,0.9548,,0.9322,0.9681,0.9608,0.9643,,0.9383,0.9682,0.9665,0.9668,,0.9122,0.9597,0.9485,,0.8556,0.9505,0.8956,,0.974,0.9761,0.9978,,3.42,5.14,6.85,0.9499,5.174,0.9092,1.1314,0.9299,3.2829,6.9195,0.9707,,./results/res_mkl_128_64_-53.0_1.28_0.02.log
363,mkl (No whitening),128,64,0.02,-53,1.29,,0.9135,0.9632,0.9465,0.9548,,0.9314,0.9686,0.9596,0.9639,,0.9374,0.9686,0.9652,0.9664,,0.9099,0.9596,0.9461,,0.8574,0.9527,0.8956,,0.974,0.9761,0.9978,,3.42,5.13,6.86,0.9507,5.1658,0.9128,1.1295,0.9289,3.2699,6.921,0.9706,,./results/res_mkl_128_64_-53.0_1.29_0.02.log
364,mkl (No whitening),128,64,0.02,-53,1.27,,0.9123,0.961,0.9473,0.9541,,0.9291,0.9657,0.9601,0.9628,,0.9355,0.9659,0.9657,0.9653,,0.9079,0.9573,0.9461,,0.8577,0.9506,0.8978,,0.9719,0.974,0.9978,,3.44,5.14,6.87,0.9499,5.1722,0.912,1.0302,0.9022,3.2872,6.9352,0.9713,,./results/res_mkl_128_64_-53.0_1.27_0.02.log
365,mkl (No whitening),128,64,0.02,-52,1.28,,0.9162,0.9662,0.9465,0.9563,,0.9347,0.9714,0.9603,0.9657,,0.9404,0.9710,0.9660,0.9680,,0.914,0.9642,0.9461,,0.8593,0.955,0.8956,,0.9761,0.9783,0.9978,,3.42,5.14,6.85,0.9499,5.1749,0.9087,1.1311,0.9298,3.2849,6.9197,0.9707,,./results/res_mkl_128_64_-52.0_1.28_0.02.log
366,mkl (No whitening),128,64,0.02,-52,1.26,,0.9156,0.964,0.948,0.956,,0.9315,0.9678,0.9606,0.9641,,0.9374,0.9677,0.9661,0.9663,,0.9142,0.962,0.9485,,0.8614,0.9551,0.8978,,0.9719,0.974,0.9978,,3.46,5.15,6.87,0.95,5.18,0.9132,1.0308,0.9023,3.2915,6.9441,0.9726,,./results/res_mkl_128_64_-52.0_1.26_0.02.log
367,mkl (No whitening),128,64,0.02,-51,1.28,,0.9166,0.9698,0.9435,0.9565,,0.9349,0.974,0.9581,0.9658,,0.9407,0.9730,0.9643,0.9680,,0.907,0.9662,0.9368,,0.863,0.9595,0.8956,,0.9804,0.9825,0.9978,,3.42,5.14,6.85,0.9497,5.1774,0.9101,1.1324,0.9302,3.283,6.9235,0.9706,,./results/res_mkl_128_64_-51.0_1.28_0.02.log
368,mkl (No whitening),128,64,0.02,-51,1.26,,0.9161,0.9676,0.945,0.9562,,0.9317,0.9704,0.9585,0.9642,,0.9376,0.9696,0.9644,0.9663,,0.9072,0.9639,0.9391,,0.8651,0.9596,0.8978,,0.9761,0.9783,0.9978,,3.46,5.15,6.87,0.9498,5.1826,0.9138,1.0329,0.903,3.2924,6.9478,0.9726,,./results/res_mkl_128_64_-51.0_1.26_0.02.log
369,mkl (No whitening),128,64,0.02,-50,1.28,,0.9092,0.9703,0.9352,0.9525,,0.9275,0.9743,0.95,0.9618,,0.9341,0.9731,0.9571,0.9642,,0.8844,0.9653,0.9133,,0.8627,0.9617,0.8933,,0.9804,0.9825,0.9978,,3.42,5.14,6.85,0.9493,5.1852,0.9101,1.1426,0.9334,3.2896,6.9301,0.9704,,./results/res_mkl_128_64_-50.0_1.28_0.02.log
370,mkl (No whitening),128,64,0.02,-50,1.26,,0.9087,0.9681,0.9367,0.9522,,0.9243,0.9707,0.9504,0.9603,,0.9311,0.9697,0.9572,0.9625,,0.8846,0.9631,0.9157,,0.8648,0.9618,0.8956,,0.9761,0.9783,0.9978,,3.46,5.16,6.88,0.9502,5.1904,0.9145,1.0423,0.906,3.2956,6.9535,0.9723,,./results/res_mkl_128_64_-50.0_1.26_0.02.log
371,mkl (No whitening),128,64,0.02,-49,1.28,,0.9068,0.9725,0.9307,0.9511,,0.9258,0.9759,0.9468,0.9608,,0.9327,0.9742,0.9545,0.9632,,0.8747,0.9697,0.8993,,0.8605,0.9616,0.8911,,0.9847,0.9847,1,,3.42,5.14,6.85,0.949,5.1878,0.912,1.144,0.9339,3.2874,6.9354,0.9703,,./results/res_mkl_128_64_-49.0_1.28_0.02.log
372,mkl (No whitening),128,64,0.02,-49,1.25,,0.9064,0.9688,0.9337,0.9509,,0.922,0.9705,0.9483,0.959,,0.9292,0.9694,0.9555,0.9613,,0.8753,0.965,0.904,,0.8648,0.9618,0.8956,,0.9783,0.9783,1,,3.46,5.17,6.90,0.9492,5.2049,0.9186,1.0839,0.9181,3.2956,6.9699,0.9717,,./results/res_mkl_128_64_-49.0_1.25_0.02.log
373,mkl (No whitening),128,64,0.02,-49,1.3,,0.9082,0.974,0.9307,0.9519,,0.926,0.977,0.9461,0.961,,0.9325,0.9752,0.9537,0.9632,,0.8747,0.9697,0.8993,,0.8624,0.9639,0.8911,,0.9869,0.9869,1,,3.40,5.13,6.86,0.9498,5.1731,0.9076,1.1416,0.9327,3.2854,6.9157,0.9702,,./results/res_mkl_128_64_-49.0_1.3_0.02.log
374,mkl (No whitening),128,64,0.02,-49,1.32,,0.9094,0.9763,0.93,0.9526,,0.9262,0.9786,0.9449,0.9612,,0.9339,0.9780,0.9525,0.9640,,0.8744,0.9721,0.897,,0.8624,0.9639,0.8911,,0.9912,0.9912,1,,3.36,5.11,6.82,0.9498,5.1433,0.9053,0.9557,0.8784,3.2753,6.8967,0.9702,,./results/res_mkl_128_64_-49.0_1.32_0.02.log
375,mkl (No whitening),128,64,0.02,-49,1.36,,0.9093,0.9778,0.9285,0.9525,,0.9268,0.9804,0.9438,0.9615,,0.9344,0.9796,0.9516,0.9642,,0.8719,0.9744,0.8923,,0.8642,0.9663,0.8911,,0.9912,0.9912,1,,3.32,5.09,6.78,0.9505,5.1206,0.8956,0.9782,0.8855,3.266,6.8484,0.967,,./results/res_mkl_128_64_-49.0_1.36_0.02.log
376,mkl (No whitening),128,64,0.02,-49,1.4,,0.9033,0.9784,0.9217,0.9492,,0.9225,0.9808,0.9389,0.959,,0.9309,0.9814,0.9461,0.9621,,0.8604,0.9741,0.8806,,0.8578,0.966,0.8844,,0.9912,0.9934,0.9978,,3.21,5.06,6.76,0.9502,5.0956,0.8847,0.9753,0.8841,3.2659,6.8048,0.9665,,./results/res_mkl_128_64_-49.0_1.4_0.02.log
377,mkl (No whitening),128,64,0.02,-49,1.38,,0.9085,0.9785,0.927,0.952,,0.9262,0.9809,0.9427,0.9611,,0.9354,0.9815,0.9507,0.9647,,0.8696,0.9744,0.8899,,0.8621,0.9662,0.8889,,0.9934,0.9934,1,,3.25,5.08,6.78,0.9504,5.1092,0.8878,0.976,0.8846,3.2683,6.8193,0.967,,./results/res_mkl_128_64_-49.0_1.38_0.02.log
378,mkl (No whitening),128,64,0.02,-49,1.39,,0.9063,0.9785,0.9247,0.9508,,0.9246,0.9809,0.9411,0.9602,,0.9342,0.9814,0.9494,0.9639,,0.8673,0.9743,0.8876,,0.8578,0.966,0.8844,,0.9934,0.9934,1,,3.23,5.07,6.78,0.9503,5.1032,0.8895,0.9752,0.8842,3.2606,6.8186,0.9657,,./results/res_mkl_128_64_-49.0_1.39_0.02.log
379,mkl (No whitening),128,64,0.02,-49,1.37,,0.91,0.9786,0.9285,0.9529,,0.9272,0.981,0.9438,0.9617,,0.9347,0.9801,0.9516,0.9644,,0.8719,0.9744,0.8923,,0.8661,0.9686,0.8911,,0.9912,0.9912,1,,3.28,5.08,6.78,0.9505,5.1139,0.8894,0.9777,0.8851,3.2739,6.8317,0.967,,./results/res_mkl_128_64_-49.0_1.37_0.02.log
380,mkl (No whitening),128,64,0.02,-50,1.38,,0.9123,0.9771,0.9322,0.9541,,0.9289,0.9799,0.9465,0.9627,,0.9376,0.9808,0.9538,0.9661,,0.8793,0.9698,0.904,,0.8642,0.9663,0.8911,,0.9934,0.9934,1,,3.25,5.08,6.80,0.9507,5.1062,0.8881,0.9733,0.8838,3.2668,6.8191,0.9671,,./results/res_mkl_128_64_-50.0_1.38_0.02.log
381,mkl (No whitening),128,64,0.02,-47,1.3,,0.904,0.9792,0.9217,0.9496,,0.923,0.9827,0.9375,0.9593,,0.9299,0.9804,0.9461,0.9614,,0.8532,0.9764,0.8712,,0.868,0.9709,0.8911,,0.989,0.989,1,,3.40,5.12,6.83,0.9518,5.1643,0.9053,0.99,0.8897,3.2897,6.9109,0.9706,,./results/res_mkl_128_64_-47.0_1.3_0.02.log
382,mkl (No whitening),128,64,0.02,-47,1.1,,0.8446,0.8991,0.933,0.9157,,0.8585,0.9021,0.9463,0.9235,,0.8812,0.9122,0.9550,0.9317,,0.844,0.932,0.8993,,0.7969,0.8681,0.9067,,0.894,0.9012,0.9911,,3.65,5.26,7.02,0.9443,5.3066,0.9347,1.066,0.9193,3.3808,7.1198,0.9661,,./results/res_mkl_128_64_-47.0_1.1_0.02.log
383,mkl (No whitening),128,64,0.02,-51,1.35,,0.9213,0.9758,0.9428,0.959,,0.9375,0.979,0.9561,0.9673,,0.9436,0.9787,0.9622,0.9698,,0.9066,0.9707,0.9321,,0.8667,0.9641,0.8956,,0.9912,0.9912,1,,3.32,5.09,6.82,0.9513,5.1172,0.9049,0.9688,0.8823,3.2464,6.8659,0.9687,,./results/res_mkl_128_64_-51.0_1.35_0.02.log
384,mkl (No whitening),128,64,0.02,-51,1.4,,0.9146,0.9764,0.9352,0.9554,,0.9327,0.9794,0.9507,0.9646,,0.9397,0.9805,0.9564,0.9675,,0.8929,0.9703,0.918,,0.8602,0.9639,0.8889,,0.9912,0.9934,0.9978,,3.21,5.06,6.76,0.9501,5.0849,0.8951,0.965,0.8807,3.2353,6.8156,0.9669,,./results/res_mkl_128_64_-51.0_1.4_0.02.log
385,mkl (No whitening),128,64,0.02,-51,1.37,,0.9212,0.9766,0.942,0.959,,0.9374,0.9796,0.9556,0.9672,,0.9435,0.9792,0.9618,0.9697,,0.9043,0.9707,0.9297,,0.8685,0.9664,0.8956,,0.9912,0.9912,1,,3.28,5.08,6.78,0.9504,5.1033,0.8999,0.9674,0.8817,3.2451,6.8446,0.9674,,./results/res_mkl_128_64_-51.0_1.37_0.02.log
386,mkl (No whitening),128,64,0.02,-51,1.36,,0.9205,0.9758,0.942,0.9586,,0.9369,0.979,0.9556,0.967,,0.9432,0.9787,0.9618,0.9695,,0.9043,0.9707,0.9297,,0.8667,0.9641,0.8956,,0.9912,0.9912,1,,3.32,5.08,6.78,0.9504,5.1101,0.901,0.968,0.8821,3.2472,6.8513,0.9674,,./results/res_mkl_128_64_-51.0_1.36_0.02.log
387,mkl (No whitening),128,64,0.02,-51,1.38,,0.9197,0.9765,0.9405,0.9582,,0.9364,0.9795,0.9545,0.9667,,0.9442,0.9806,0.9609,0.9700,,0.9021,0.9706,0.9274,,0.8645,0.964,0.8933,,0.9934,0.9934,1,,3.25,5.07,6.80,0.9512,5.0984,0.8961,0.966,0.8813,3.2458,6.8301,0.9674,,./results/res_mkl_128_64_-51.0_1.38_0.02.log
388,mkl (No whitening),128,64,0.02,-51,1.39,,0.9175,0.9765,0.9383,0.957,,0.9348,0.9795,0.9529,0.9658,,0.9429,0.9806,0.9596,0.9692,,0.8998,0.9705,0.9251,,0.8602,0.9639,0.8889,,0.9934,0.9934,1,,3.23,5.07,6.78,0.9502,5.0923,0.8961,0.9652,0.8808,3.2404,6.8247,0.9661,,./results/res_mkl_128_64_-51.0_1.39_0.02.log
389,mkl (No whitening),128,64,0.02,-51,1.33,,0.9199,0.9743,0.9428,0.9583,,0.9358,0.9773,0.9561,0.9664,,0.9422,0.9771,0.9622,0.9690,,0.9045,0.9684,0.9321,,0.8688,0.9642,0.8978,,0.9868,0.989,0.9978,,3.36,5.10,6.80,0.9497,5.1303,0.9077,0.974,0.8839,3.2561,6.8868,0.97,,./results/res_mkl_128_64_-51.0_1.33_0.02.log
390,mkl (No whitening),128,64,0.02,-51,1.42,,0.9144,0.9787,0.933,0.9553,,0.9332,0.9817,0.9491,0.9649,,0.9403,0.9826,0.9551,0.9678,,0.8884,0.9701,0.9133,,0.8636,0.9708,0.8867,,0.9912,0.9934,0.9978,,3.15,5.05,6.76,0.9508,5.0717,0.8859,0.9645,0.8807,3.2421,6.7858,0.9644,,./results/res_mkl_128_64_-51.0_1.42_0.02.log
391,mkl (No whitening),128,64,0.02,-51,1.42,,0.9144,0.9787,0.933,0.9553,,0.9332,0.9817,0.9491,0.9649,,0.9403,0.9826,0.9551,0.9678,,0.8884,0.9701,0.9133,0.9409,0.8636,0.9708,0.8867,0.9268,0.9912,0.9934,0.9978,0.9956,3.15,5.05,6.76,0.9508,5.0717,0.8859,0.9645,0.8807,3.2421,6.7858,0.9644,,./results/res_mkl_128_64_-51.0_1.42_0.02.log
392,mkl (No whitening),128,64,0.02,-51,1.48,,0.909,0.9816,0.9247,0.9523,,0.9286,0.9838,0.9425,0.9623,,0.9378,0.9858,0.9495,0.9663,,0.8764,0.9746,0.897,0.9341,0.859,0.973,0.88,0.9242,0.9912,0.9956,0.9956,0.9956,3.16,4.99,6.72,0.9511,5.0201,0.8858,0.8892,0.8557,3.199,6.7424,0.9657,,./results/res_mkl_128_64_-51.0_1.48_0.02.log
393,mkl (No whitening),128,64,0.02,-52,1.38,,0.92,0.9736,0.9435,0.9583,,0.9366,0.9774,0.9567,0.9668,,0.9443,0.9790,0.9627,0.9702,,0.9091,0.9685,0.9368,0.9524,0.8608,0.9594,0.8933,0.9252,0.9912,0.9912,1,0.9956,3.25,5.07,6.80,0.9513,5.0959,0.8951,0.9646,0.8808,3.2442,6.8244,0.9674,,./results/res_mkl_128_64_-52.0_1.38_0.02.log
394,mkl (No whitening),128,64,0.02,-52,1.39,,0.9178,0.9735,0.9413,0.9571,,0.935,0.9773,0.9551,0.9659,,0.9431,0.9789,0.9614,0.9695,,0.9068,0.9684,0.9344,0.9511,0.8565,0.9592,0.8889,0.9227,0.9912,0.9912,1,0.9956,3.23,5.07,6.78,0.9504,5.0897,0.8979,0.9638,0.8804,3.2334,6.8252,0.9662,,./results/res_mkl_128_64_-52.0_1.39_0.02.log
395,mkl (No whitening),128,64,0.02,-52,1.4,,0.9148,0.9734,0.9383,0.9555,,0.9329,0.9773,0.9529,0.9647,,0.9398,0.9788,0.9581,0.9677,,0.9,0.9682,0.9274,0.9474,0.8565,0.9592,0.8889,0.9227,0.989,0.9912,0.9978,0.9945,3.21,5.06,6.76,0.9502,5.0823,0.8936,0.9634,0.8802,3.236,6.8104,0.9669,,./results/res_mkl_128_64_-52.0_1.4_0.02.log
396,mkl (No whitening),128,64,0.02,-52,1.37,,0.9214,0.9736,0.945,0.9591,,0.9376,0.9774,0.9578,0.9674,,0.9436,0.9776,0.9635,0.9699,,0.9114,0.9686,0.9391,0.9536,0.8648,0.9618,0.8956,0.9275,0.989,0.989,1,0.9945,3.28,5.08,6.78,0.9506,5.1008,0.8979,0.9659,0.8812,3.2475,6.839,0.9675,,./results/res_mkl_128_64_-52.0_1.37_0.02.log
397,mkl (No whitening),128,64,0.02,-52,1.36,,0.9208,0.9729,0.945,0.9587,,0.9372,0.9769,0.9578,0.9671,,0.9433,0.9771,0.9635,0.9697,,0.9114,0.9686,0.9391,0.9536,0.863,0.9595,0.8956,0.9264,0.989,0.989,1,0.9945,3.32,5.08,6.78,0.9506,5.1075,0.9003,0.9665,0.8816,3.2464,6.8477,0.9675,,./results/res_mkl_128_64_-52.0_1.36_0.02.log
398,mkl (No whitening),128,64,0.02,-53,1.38,,0.92,0.9728,0.9443,0.9583,,0.9366,0.9769,0.9572,0.9668,,0.9443,0.9785,0.9631,0.9702,,0.9114,0.9686,0.9391,0.9536,0.859,0.9571,0.8933,0.9241,0.9912,0.9912,1,0.9956,3.25,5.07,6.80,0.9514,5.0949,0.8946,0.9648,0.8809,3.2448,6.8233,0.9674,,./results/res_mkl_128_64_-53.0_1.38_0.02.log
399,mkl (No whitening),128,64,0.02,-53,1.39,,0.9178,0.9728,0.942,0.9572,,0.9351,0.9768,0.9556,0.9659,,0.9431,0.9785,0.9618,0.9695,,0.9091,0.9685,0.9368,0.9524,0.8547,0.9569,0.8889,0.9217,0.9912,0.9912,1,0.9956,3.23,5.07,6.78,0.9504,5.0888,0.898,0.964,0.8804,3.2325,6.8247,0.9662,,./results/res_mkl_128_64_-53.0_1.39_0.02.log
400,mkl (No whitening),128,64,0.02,-54,1.38,,0.9153,0.9676,0.9443,0.9558,,0.9334,0.9731,0.9572,0.965,,0.9403,0.9740,0.9631,0.9680,,0.9072,0.9639,0.9391,0.9514,0.8553,0.9526,0.8933,0.922,0.9847,0.9847,1,0.9923,3.25,5.07,6.80,0.9514,5.0949,0.8946,0.9648,0.8809,3.2448,6.8233,0.9674,,./results/res_mkl_128_64_-54.0_1.38_0.02.log
401,mkl (No whitening),128,64,0.02,-54,1.41,,0.9102,0.9681,0.9383,0.953,,0.9304,0.9741,0.9529,0.9633,,0.9366,0.9749,0.9581,0.9659,,0.8959,0.9635,0.9274,0.9451,0.8529,0.9547,0.8889,0.9206,0.9825,0.9847,0.9978,0.9912,3.17,5.05,6.76,0.951,5.0748,0.8888,0.9634,0.8803,3.2357,6.7911,0.9661,,./results/res_mkl_128_64_-54.0_1.41_0.02.log
402,mkl (No whitening),128,64,0.02,-54,1.39,,0.9131,0.9675,0.942,0.9546,,0.9318,0.973,0.9556,0.9641,,0.9391,0.9739,0.9618,0.9673,,0.905,0.9639,0.9368,0.9501,0.8511,0.9524,0.8889,0.9195,0.9847,0.9847,1,0.9923,3.23,5.07,6.78,0.9504,5.0888,0.898,0.964,0.8804,3.2325,6.8247,0.9662,,./results/res_mkl_128_64_-54.0_1.39_0.02.log
403,mkl (No whitening),128,64,0.02,-56,1.7,,0.8694,0.9776,0.887,0.9301,,0.8983,0.9807,0.9134,0.9449,,0.8985,0.9818,0.9129,0.9444,,0.7818,0.9636,0.8056,0.8776,0.846,0.9726,0.8667,0.9166,0.978,0.9933,0.9845,0.9889,3.09,4.83,6.51,0.9499,4.8389,0.8191,0.5711,0.7218,3.1672,6.4435,0.9627,,./results/res_mkl_128_64_-56.0_1.7_0.02.log
404,mkl (No whitening),128,64,0.02,-56,1.45,,0.9014,0.9606,0.936,0.9481,,0.9221,0.9666,0.9513,0.9587,,0.9291,0.9685,0.9568,0.9621,,0.8904,0.9522,0.9321,0.942,0.845,0.9499,0.8844,0.916,0.9696,0.9781,0.9911,0.9846,3.09,5.02,6.76,0.9517,5.0444,0.8838,0.9573,0.8783,3.219,6.754,0.9649,,./results/res_mkl_128_64_-56.0_1.45_0.02.log
405,mkl (No whitening),128,64,0.02,-53,1.37,,0.9215,0.9729,0.9458,0.9591,,0.9377,0.9769,0.9583,0.9674,,0.9436,0.9771,0.9640,0.9700,,0.9136,0.9687,0.9415,0.9549,0.863,0.9595,0.8956,0.9264,0.989,0.989,1,0.9945,3.28,5.08,6.78,0.9506,5.0999,0.8971,0.9661,0.8813,3.2486,6.8369,0.9675,,./results/res_mkl_128_64_-53.0_1.37_0.02.log
406,mkl (No whitening),256,64,0.02,-54,1.2,,0.9237,0.9636,0.9571,0.9603,,0.9416,0.9717,0.9671,0.9694,,0.9507,0.9750,0.9729,0.9737,,0.9344,0.965,0.9672,0.9661,0.8626,0.9466,0.9067,0.9262,0.9761,0.9783,0.9978,0.9879,4.01,6.01,7.75,0.9473,6.0289,0.8872,1.102,0.9236,4.1803,7.7293,0.9583,,./results/res_mkl_256_64_-54.0_1.2_0.02.log
407,mkl (No whitening),256,64,0.02,-54,1.3,,0.921,0.9796,0.939,0.9589,,0.9395,0.9845,0.9527,0.9682,,0.9423,0.9857,0.9546,0.9693,,0.8998,0.9705,0.9251,0.9472,0.8758,0.9781,0.8933,0.9338,0.9868,0.989,0.9978,0.9934,3.90,5.90,7.68,0.9479,5.9168,0.8776,0.7704,0.8003,4.1154,7.6259,0.9644,,./results/res_mkl_256_64_-54.0_1.3_0.02.log
408,mkl (No whitening),256,64,0.02,-54,1.25,,0.9213,0.9751,0.9435,0.9591,,0.9405,0.9813,0.9567,0.9687,,0.9481,0.9831,0.9627,0.9723,,0.9134,0.9709,0.9391,0.9548,0.8645,0.964,0.8933,0.9273,0.9868,0.989,0.9978,0.9934,3.97,5.94,7.71,0.9489,5.9579,0.8768,0.7761,0.8029,4.1544,7.6617,0.9603,,./results/res_mkl_256_64_-54.0_1.25_0.02.log
409,mkl (No whitening),256,64,0.02,-54,1.22,,0.9211,0.9685,0.9495,0.9589,,0.939,0.9752,0.961,0.968,,0.9482,0.9777,0.9677,0.9723,,0.9208,0.9645,0.9532,0.9588,0.8614,0.9551,0.8978,0.9255,0.9825,0.9847,0.9978,0.9912,3.99,5.97,7.73,0.9492,5.9851,0.8817,0.7817,0.8058,4.1714,7.6983,0.9591,,./results/res_mkl_256_64_-54.0_1.22_0.02.log
410,mkl (No whitening),256,64,0.02,-54,1.27,,0.9211,0.9773,0.9413,0.959,,0.9403,0.9828,0.9551,0.9686,,0.9448,0.9844,0.9583,0.9706,,0.9066,0.9707,0.9321,0.951,0.8701,0.971,0.8933,0.9306,0.9868,0.989,0.9978,0.9934,3.95,5.93,7.71,0.9488,5.9431,0.8786,0.7741,0.8022,4.1386,7.6531,0.9632,,./results/res_mkl_256_64_-54.0_1.27_0.02.log
411,mkl (No whitening),256,64,0.02,-54,1.18,,0.9197,0.9592,0.9571,0.9582,,0.9389,0.9686,0.9671,0.9679,,0.9455,0.9696,0.9729,0.9709,,0.9367,0.965,0.9696,0.9673,0.855,0.94,0.9044,0.9219,0.9698,0.9719,0.9978,0.9847,4.03,6.03,7.75,0.9465,6.0466,0.8919,1.1038,0.9246,4.1865,7.7543,0.9595,,./results/res_mkl_256_64_-54.0_1.18_0.02.log
412,mkl (No whitening),256,64,0.02,-54,1.19,,0.9203,0.9607,0.9563,0.9585,,0.9393,0.9696,0.9666,0.9681,,0.9473,0.9719,0.9724,0.9719,,0.9344,0.965,0.9672,0.9661,0.8568,0.9421,0.9044,0.9229,0.9719,0.974,0.9978,0.9858,4.03,6.02,7.75,0.9465,6.0373,0.8955,1.1036,0.9245,4.1732,7.7551,0.96,,./results/res_mkl_256_64_-54.0_1.19_0.02.log
413,mkl (No whitening),256,64,0.02,-54,1.21,,0.9262,0.9687,0.9548,0.9617,,0.9433,0.9753,0.9655,0.9704,,0.9519,0.9779,0.9716,0.9744,,0.9299,0.9648,0.9625,0.9637,0.8678,0.9554,0.9044,0.9292,0.9825,0.9847,0.9978,0.9912,4.01,6.01,7.73,0.9464,6.0215,0.8862,1.1011,0.923,4.1744,7.7192,0.957,,./results/res_mkl_256_64_-54.0_1.21_0.02.log
414,mkl (No whitening),256,64,0.02,-54,1.5,,0.9008,0.9894,0.9096,0.9478,,0.9227,0.9915,0.9296,0.959,,0.9187,0.9915,0.9259,0.9561,,0.8303,0.9757,0.8478,0.9073,0.8825,0.9975,0.8844,0.9376,0.9868,0.9933,0.9933,0.9933,3.92,5.74,7.49,0.9478,5.7451,0.8562,0.7226,0.7823,3.9879,7.4127,0.9683,,./results/res_mkl_256_64_-54.0_1.5_0.02.log
