ID,Method,Buffer Size,Hop size,Min IOI,Silence Threshold,Onset Threshold,,Global Accuracy,Global Precision,Global Recall,Global f1,,MAvg_pp Accuracy,MAvg_pp Precision,MAvg_pp Recall,MAvg_pp f1,,MAvg_t Accuracy,MAvg_t Precision,MAvg_t Recall,MAvg_t f1,,Piano Accuracy,Piano Precision,Piano Recall,Piano f1-score,Mezzoforte Accuracy,Mezzoforte Precision,Mezzoforte Recall,Mezzoforte f1-score,Forte Accuracy,Forte Precision,Forte Recall,Forte f1-score,Adj Min (ms),Avg (ms),Adj Max (ms),Percentage in Adj min-max,MAvg_t Mean,MAvg_t IQR,MAvg_t Var,MAvg_t SD,MAvg_t loTukeyFence,MAvg_t hiTukeyFence,MAvg_t percentageIn,,Logfile name
177,"mkl (No whitening, noisegate)",64,64,0.02,-45,1.56,,0.852,0.9692,0.8758,0.9201,,0.8783,0.9732,0.8989,0.9339,,0.8837,0.9695,0.9054,0.9343,,0.7775,0.9741,0.7939,,0.829,0.9696,0.8511,,0.9443,0.965,0.9778,,2.76,4.51,6.26,0.9501,4.5333,0.8988,1.0025,0.896,2.6897,6.285,0.969,,./results/res_mkl_64_64_-45.0_1.56_0.02.log
178,"mkl (No whitening, noisegate)",64,64,0.02,-45,1.55,,0.8514,0.9684,0.8758,0.9197,,0.8771,0.9719,0.8989,0.9333,,0.8827,0.9683,0.9054,0.9337,,0.7775,0.9741,0.7939,,0.829,0.9696,0.8511,,0.9423,0.9629,0.9778,,2.78,4.51,6.26,0.9501,4.5398,0.8961,1.0023,0.896,2.7009,6.2854,0.969,,./results/res_mkl_64_64_-45.0_1.55_0.02.log
179,"mkl (No whitening, noisegate)",64,64,0.02,-45,1.53,,0.8496,0.9652,0.8765,0.9187,,0.8752,0.9689,0.8995,0.9322,,0.8812,0.9658,0.9058,0.9327,,0.778,0.9714,0.7963,,0.8254,0.9647,0.8511,,0.9403,0.9608,0.9778,,2.80,4.52,6.29,0.951,4.5499,0.8945,1,0.8951,2.7151,6.2929,0.9696,,./results/res_mkl_64_64_-45.0_1.53_0.02.log
180,"mkl (No whitening, noisegate)",64,64,0.02,-45,1.5,,0.8515,0.9622,0.881,0.9198,,0.876,0.9661,0.9027,0.9328,,0.8806,0.9618,0.9084,0.9324,,0.7803,0.9715,0.7986,,0.8262,0.9601,0.8556,,0.9427,0.9569,0.9845,,2.82,4.55,6.32,0.9487,4.5754,0.8968,1.0223,0.904,2.7317,6.3189,0.9685,,./results/res_mkl_64_64_-45.0_1.5_0.02.log
181,"mkl (No whitening, noisegate)",64,64,0.02,-44,1.5,,0.8478,0.9674,0.8727,0.9177,,0.8676,0.9699,0.8912,0.9284,,0.8742,0.9679,0.8971,0.9289,,0.7632,0.9765,0.7775,,0.8215,0.9622,0.8489,,0.9529,0.9653,0.9867,,2.82,4.56,6.33,0.9508,4.5834,0.8967,1.0077,0.899,2.7367,6.3235,0.97,,./results/res_mkl_64_64_-44.0_1.5_0.02.log
182,"mkl (No whitening, noisegate)",64,64,0.02,-44,1.4,,0.8469,0.9589,0.8788,0.9171,,0.8624,0.959,0.8955,0.9256,,0.8714,0.9589,0.9022,0.9271,,0.7677,0.9656,0.7892,,0.8166,0.9527,0.8511,,0.9511,0.9592,0.9911,,2.78,4.62,6.40,0.9512,4.6495,0.8858,1.0089,0.9006,2.8209,6.3643,0.9672,,./results/res_mkl_64_64_-44.0_1.4_0.02.log
183,"mkl (No whitening, noisegate)",64,64,0.02,-42,1.2,,0.8184,0.9225,0.8788,0.9001,,0.828,0.922,0.8905,0.9057,,0.8444,0.9305,0.8981,0.9107,,0.7389,0.9304,0.7822,,0.78,0.9033,0.8511,,0.9317,0.9336,0.9978,,3.15,4.76,6.57,0.9537,4.7926,0.8958,0.9312,0.8733,2.9489,6.5321,0.9657,,./results/res_mkl_64_64_-42.0_1.2_0.02.log
184,"mkl (No whitening, noisegate)",64,64,0.02,-42,1,,0.6502,0.7113,0.8833,0.788,,0.6838,0.7406,0.8952,0.81,,0.7363,0.8006,0.9007,0.8364,,0.5678,0.6727,0.7845,,0.5871,0.6442,0.8689,,0.8157,0.8217,0.9911,,3.27,4.90,6.81,0.9506,4.9395,0.9363,1.2143,0.9839,3.001,6.7464,0.9593,,./results/res_mkl_64_64_-42.0_1.0_0.02.log
185,"mkl (No whitening, noisegate)",128,64,0.02,-48,2,,0.7565,0.9427,0.7929,0.8613,,0.8189,0.9546,0.8438,0.893,,0.8182,0.9620,0.8392,0.8913,,0.6014,0.9401,0.6253,,0.7897,0.9583,0.8178,,0.8672,0.931,0.9268,,2.92,4.61,6.30,0.9354,4.6042,0.8576,0.675,0.7728,2.8787,6.3092,0.9621,,./results/res_mkl_128_64_-48.0_2.0_0.02.log
186,"mkl (No whitening, noisegate)",128,64,0.02,-48,1.4,,0.8629,0.9382,0.9149,0.9264,,0.8941,0.9519,0.9334,0.9425,,0.9043,0.9514,0.9415,0.9457,,0.8341,0.9514,0.8712,,0.8397,0.9431,0.8844,,0.9119,0.9232,0.9867,,3.17,4.99,6.71,0.9424,5.0361,0.8933,1.1269,0.946,3.213,6.7863,0.9592,,./results/res_mkl_128_64_-48.0_1.4_0.02.log
187,"mkl (No whitening, noisegate)",128,64,0.02,-48,1.3,,0.8616,0.9327,0.9187,0.9256,,0.894,0.9473,0.9375,0.9423,,0.9034,0.9462,0.9452,0.9451,,0.8352,0.9446,0.8782,,0.8365,0.9366,0.8867,,0.9102,0.9196,0.9889,,3.20,5.06,6.83,0.9451,5.113,0.8938,1.3101,0.9958,3.2767,6.8519,0.9581,,./results/res_mkl_128_64_-48.0_1.3_0.02.log
188,"mkl (No whitening, noisegate)",128,64,0.02,-48,1.2,,0.8567,0.918,0.9277,0.9228,,0.882,0.9287,0.9439,0.9362,,0.8934,0.9299,0.9505,0.9395,,0.8418,0.9319,0.897,,0.8382,0.9266,0.8978,,0.8882,0.899,0.9867,,3.45,5.14,6.86,0.9416,5.1902,0.9104,1.4242,1.0278,3.3125,6.954,0.9598,,./results/res_mkl_128_64_-48.0_1.2_0.02.log
189,"mkl (No whitening, noisegate)",128,64,0.02,-48,1.5,,0.8586,0.9435,0.9051,0.9239,,0.8917,0.9569,0.9256,0.9409,,0.9023,0.9571,0.9335,0.9445,,0.8221,0.9555,0.8548,,0.8362,0.9516,0.8733,,0.9136,0.9269,0.9845,,3.19,4.91,6.65,0.9459,4.9389,0.868,0.7649,0.8193,3.1928,6.665,0.9569,,./results/res_mkl_128_64_-48.0_1.5_0.02.log
190,"mkl (No whitening, noisegate)",128,64,0.02,-48,1.42,,0.8646,0.9418,0.9134,0.9274,,0.8967,0.9558,0.9323,0.9439,,0.9066,0.9550,0.9406,0.9471,,0.8318,0.9513,0.8689,,0.8429,0.9498,0.8822,,0.9156,0.9271,0.9867,,3.13,4.98,6.69,0.9423,5.0233,0.8898,1.1257,0.9455,3.209,6.7683,0.958,,./results/res_mkl_128_64_-48.0_1.42_0.02.log
191,"mkl (No whitening, noisegate)",128,64,0.02,-48,1.44,,0.8632,0.9417,0.9119,0.9265,,0.8957,0.9557,0.9312,0.9433,,0.9057,0.9550,0.9397,0.9466,,0.8296,0.9512,0.8665,,0.8429,0.9498,0.8822,,0.9136,0.9269,0.9845,,3.09,4.97,6.69,0.9422,5.0096,0.8892,1.1245,0.9449,3.1963,6.7532,0.9567,,./results/res_mkl_128_64_-48.0_1.44_0.02.log
192,"mkl (No whitening, noisegate)",128,64,0.02,-48,1.43,,0.8639,0.9417,0.9127,0.927,,0.8962,0.9558,0.9317,0.9436,,0.9061,0.9550,0.9402,0.9468,,0.8296,0.9512,0.8665,,0.8429,0.9498,0.8822,,0.9156,0.9271,0.9867,,3.11,4.98,6.69,0.9422,5.0168,0.8902,1.1254,0.9453,3.1998,6.7608,0.958,,./results/res_mkl_128_64_-48.0_1.43_0.02.log
193,"mkl (No whitening, noisegate)",128,64,0.02,-48,1.41,,0.8642,0.9397,0.9149,0.9271,,0.8965,0.9544,0.9334,0.9437,,0.9064,0.9538,0.9415,0.9469,,0.8341,0.9514,0.8712,,0.8414,0.9454,0.8844,,0.9138,0.9252,0.9867,,3.15,4.99,6.69,0.9424,5.0297,0.8885,1.1256,0.9453,3.2167,6.7706,0.958,,./results/res_mkl_128_64_-48.0_1.41_0.02.log
194,"mkl (No whitening, noisegate)",128,64,0.02,-47,1.42,,0.8789,0.9596,0.9127,0.9355,,0.9071,0.9692,0.9317,0.95,,0.9157,0.9675,0.9402,0.9525,,0.8367,0.9634,0.8642,,0.8593,0.9707,0.8822,,0.937,0.9469,0.9889,,3.13,4.98,6.69,0.9439,5.0274,0.8832,1.1015,0.9241,3.2225,6.7553,0.9586,,./results/res_mkl_128_64_-47.0_1.42_0.02.log
195,"mkl (No whitening, noisegate)",128,64,0.02,-47,1.41,,0.8784,0.9574,0.9142,0.9353,,0.9068,0.9677,0.9328,0.9498,,0.9155,0.9662,0.9410,0.9524,,0.839,0.9635,0.8665,,0.8578,0.966,0.8844,,0.935,0.9449,0.9889,,3.15,4.99,6.69,0.944,5.0339,0.8831,1.1014,0.9239,3.2266,6.7591,0.9586,,./results/res_mkl_128_64_-47.0_1.41_0.02.log
196,"mkl (No whitening, noisegate)",128,64,0.02,-47,1.4,,0.8772,0.9559,0.9142,0.9346,,0.9044,0.9652,0.9328,0.9486,,0.9133,0.9637,0.9410,0.9512,,0.839,0.9635,0.8665,,0.8559,0.9637,0.8844,,0.9331,0.9429,0.9889,,3.17,4.99,6.71,0.944,5.0402,0.888,1.1028,0.9246,3.2243,6.7763,0.9598,,./results/res_mkl_128_64_-47.0_1.4_0.02.log
197,"mkl (No whitening, noisegate)",128,64,0.02,-46,1.42,,0.8814,0.9694,0.9066,0.937,,0.9072,0.9762,0.926,0.9502,,0.9149,0.9732,0.9351,0.9521,,0.8284,0.9731,0.8478,,0.859,0.973,0.88,,0.953,0.9633,0.9889,,3.13,4.98,6.69,0.946,5.0298,0.8722,1.0707,0.9154,3.2455,6.7341,0.9581,,./results/res_mkl_128_64_-46.0_1.42_0.02.log
198,"mkl (No whitening, noisegate)",128,64,0.02,-46,1.41,,0.8816,0.9679,0.9081,0.9371,,0.9073,0.9752,0.9271,0.9503,,0.9151,0.9723,0.9360,0.9522,,0.8307,0.9732,0.8501,,0.8575,0.9683,0.8822,,0.953,0.9633,0.9889,,3.15,4.99,6.69,0.9461,5.0363,0.8748,1.0706,0.9152,3.2437,6.7429,0.9581,,./results/res_mkl_128_64_-46.0_1.41_0.02.log
199,"mkl (No whitening, noisegate)",128,64,0.02,-46,1.4,,0.8809,0.9671,0.9081,0.9367,,0.9061,0.9739,0.9271,0.9497,,0.9140,0.9710,0.9360,0.9516,,0.8307,0.9732,0.8501,,0.8556,0.9659,0.8822,,0.953,0.9633,0.9889,,3.17,4.99,6.71,0.9461,5.0426,0.8775,1.0719,0.916,3.2449,6.7549,0.9607,,./results/res_mkl_128_64_-46.0_1.4_0.02.log
200,"mkl (No whitening, noisegate)",128,64,0.02,-46,1.39,,0.8817,0.9671,0.9089,0.9371,,0.9067,0.9739,0.9276,0.95,,0.9145,0.9710,0.9364,0.9518,,0.8307,0.9732,0.8501,,0.8556,0.9659,0.8822,,0.9551,0.9634,0.9911,,3.19,5.00,6.74,0.947,5.0503,0.8751,1.0717,0.916,3.2598,6.7601,0.9582,,./results/res_mkl_128_64_-46.0_1.39_0.02.log
201,"mkl (No whitening, noisegate)",128,64,0.02,-46,1.37,,0.8818,0.9657,0.9104,0.9372,,0.9068,0.9729,0.9287,0.9501,,0.9132,0.9689,0.9373,0.9512,,0.8307,0.9732,0.8501,,0.8599,0.9661,0.8867,,0.9511,0.9592,0.9911,,3.07,5.01,6.76,0.9487,5.0595,0.8804,1.0893,0.9212,3.2583,6.78,0.9614,,./results/res_mkl_128_64_-46.0_1.37_0.02.log
202,"mkl (No whitening, noisegate)",128,64,0.02,-46,1.74,,0.8401,0.9752,0.8584,0.9131,,0.8777,0.9807,0.8907,0.9323,,0.8856,0.9803,0.8987,0.9354,,0.7271,0.9724,0.7424,,0.8403,0.9821,0.8533,,0.9461,0.9712,0.9734,,3.07,4.76,6.45,0.9465,4.7867,0.8347,0.6453,0.7557,3.0999,6.4387,0.9543,,./results/res_mkl_128_64_-46.0_1.74_0.02.log
203,"mkl (No whitening, noisegate)",128,64,0.02,-45,1.42,,0.8784,0.9762,0.8976,0.9353,,0.9027,0.9812,0.9174,0.9478,,0.9103,0.9774,0.9274,0.9496,,0.8119,0.9752,0.829,,0.8519,0.9775,0.8689,,0.9675,0.976,0.9911,,3.13,4.99,6.69,0.9488,5.0346,0.8658,1.0576,0.9121,3.2584,6.7216,0.9575,,./results/res_mkl_128_64_-45.0_1.42_0.02.log
204,"mkl (No whitening, noisegate)",128,64,0.02,-45,1.4,,0.8772,0.9739,0.8983,0.9346,,0.9012,0.9788,0.918,0.947,,0.9090,0.9751,0.9279,0.9487,,0.8119,0.9752,0.829,,0.8485,0.9703,0.8711,,0.9675,0.976,0.9911,,3.17,5.00,6.71,0.9497,5.0461,0.8683,1.0578,0.9123,3.2635,6.7367,0.9575,,./results/res_mkl_128_64_-45.0_1.4_0.02.log
205,"mkl (No whitening, noisegate)",128,64,0.02,-47,1.2,,0.8704,0.936,0.9255,0.9307,,0.892,0.9428,0.9416,0.9421,,0.9020,0.9424,0.9484,0.9446,,0.8441,0.9451,0.8876,,0.8559,0.9484,0.8978,,0.9084,0.9177,0.9889,,3.45,5.13,6.86,0.9447,5.1769,0.9015,1.1974,0.9528,3.3272,6.933,0.9616,,./results/res_mkl_128_64_-47.0_1.2_0.02.log
206,"mkl (No whitening, noisegate)",128,64,0.02,-47,1.1,,0.833,0.884,0.9352,0.9089,,0.8506,0.8906,0.9486,0.9187,,0.8714,0.9004,0.9556,0.9260,,0.8388,0.9233,0.9016,,0.8016,0.8655,0.9156,,0.8591,0.8691,0.9867,,3.59,5.19,6.96,0.9396,5.2394,0.923,1.1711,0.9572,3.3581,7.05,0.9616,,./results/res_mkl_128_64_-47.0_1.1_0.02.log
207,"mkl (No whitening, noisegate)",256,64,0.02,-49,1.2,,0.8624,0.9087,0.9443,0.9261,,0.8978,0.9327,0.9565,0.9443,,0.9037,0.9335,0.9608,0.9465,,0.8925,0.9335,0.9532,,0.8036,0.8911,0.8911,,0.8938,0.9028,0.9889,,4.10,5.88,7.65,0.9394,5.9144,0.8724,1.0914,0.9207,4.1489,7.6384,0.9485,,./results/res_mkl_256_64_-49.0_1.2_0.02.log
208,"mkl (No whitening, noisegate)",256,64,0.02,-49,1.15,,0.8588,0.9012,0.948,0.924,,0.8955,0.9277,0.9592,0.9429,,0.9009,0.9283,0.9630,0.9448,,0.8952,0.9297,0.9602,,0.7996,0.8818,0.8956,,0.8849,0.8938,0.9889,,4.13,5.93,7.70,0.9373,5.9586,0.8816,1.1307,0.937,4.1733,7.6997,0.9477,,./results/res_mkl_256_64_-49.0_1.15_0.02.log
209,"mkl (No whitening, noisegate)",256,64,0.02,-49,1.4,,0.8539,0.9223,0.9202,0.9212,,0.8922,0.9422,0.9392,0.9407,,0.8956,0.9433,0.9407,0.9417,,0.8414,0.934,0.8946,,0.8157,0.9227,0.8756,,0.9028,0.9121,0.9889,,3.98,5.71,7.60,0.9419,5.7398,0.8607,0.9558,0.8881,4.0121,7.4549,0.9529,,./results/res_mkl_256_64_-49.0_1.4_0.02.log
210,"mkl (No whitening, noisegate)",256,64,0.02,-49,1.6,,0.8231,0.9203,0.8863,0.903,,0.8706,0.9399,0.9149,0.9271,,0.8722,0.9414,0.9149,0.9272,,0.7626,0.9253,0.8126,,0.8159,0.933,0.8667,,0.8853,0.9053,0.9756,,3.69,5.56,7.41,0.9397,5.5718,0.8544,0.9099,0.8856,3.8643,7.282,0.9539,,./results/res_mkl_256_64_-49.0_1.6_0.02.log
211,"mkl (No whitening, noisegate)",256,64,0.02,-49,1.3,,0.8595,0.9183,0.9307,0.9245,,0.8962,0.9397,0.9468,0.9432,,0.9008,0.9402,0.9499,0.9447,,0.8634,0.9356,0.918,,0.8135,0.9126,0.8822,,0.9012,0.9085,0.9911,,4.09,5.79,7.62,0.9409,5.8202,0.8606,0.9501,0.8817,4.0898,7.5322,0.9488,,./results/res_mkl_256_64_-49.0_1.3_0.02.log
212,"mkl (No whitening, noisegate)",256,64,0.02,-49,1.22,,0.86,0.9109,0.939,0.9247,,0.896,0.9341,0.9527,0.9432,,0.9033,0.9357,0.9578,0.9463,,0.8816,0.9327,0.9415,,0.8008,0.8944,0.8844,,0.8994,0.9067,0.9911,,4.10,5.85,7.64,0.9407,5.8865,0.8674,0.9559,0.8848,4.1399,7.6094,0.9508,,./results/res_mkl_256_64_-49.0_1.22_0.02.log
213,"mkl (No whitening, noisegate)",256,64,0.02,-49,1.19,,0.8624,0.9087,0.9443,0.9261,,0.8978,0.9327,0.9565,0.9443,,0.9035,0.9334,0.9608,0.9465,,0.8925,0.9335,0.9532,,0.8052,0.8931,0.8911,,0.892,0.901,0.9889,,4.10,5.89,7.66,0.9394,5.9228,0.8722,1.0923,0.9211,4.1604,7.6492,0.9497,,./results/res_mkl_256_64_-49.0_1.19_0.02.log
214,"mkl (No whitening, noisegate)",256,64,0.02,-49,1.17,,0.8621,0.9063,0.9465,0.926,,0.8977,0.9311,0.9581,0.9442,,0.9024,0.9309,0.9621,0.9457,,0.8969,0.9338,0.9578,,0.804,0.8894,0.8933,,0.8884,0.8974,0.9889,,4.10,5.90,7.76,0.9395,5.9373,0.877,1.1064,0.9305,4.166,7.674,0.9493,,./results/res_mkl_256_64_-49.0_1.17_0.02.log
215,"mkl (No whitening, noisegate)",256,64,0.02,-48,1.15,,0.8732,0.9213,0.9435,0.9323,,0.9019,0.9415,0.9532,0.9471,,0.9089,0.9418,0.9587,0.9497,,0.8911,0.9458,0.9391,,0.8232,0.906,0.9,,0.9067,0.9141,0.9911,,4.13,5.93,7.76,0.9377,5.9635,0.8832,1.1304,0.9297,4.1784,7.7112,0.9497,,./results/res_mkl_256_64_-48.0_1.15_0.02.log
216,"mkl (No whitening, noisegate)",256,64,0.02,-48,1.1,,0.8616,0.905,0.9473,0.9257,,0.8912,0.9273,0.9559,0.9411,,0.9007,0.9298,0.9609,0.9447,,0.886,0.933,0.9461,,0.8063,0.8793,0.9067,,0.8956,0.9047,0.9889,,4.13,6.00,7.78,0.9348,6.0235,0.8992,1.2904,0.9678,4.1907,7.7876,0.9485,,./results/res_mkl_256_64_-48.0_1.1_0.02.log
217,"mkl (No whitening, noisegate)",256,64,0.02,-48,1.2,,0.879,0.9301,0.9413,0.9356,,0.9057,0.9474,0.9515,0.9494,,0.9130,0.9478,0.9574,0.9522,,0.8929,0.9501,0.9368,,0.8292,0.918,0.8956,,0.916,0.9236,0.9911,,4.10,5.89,7.72,0.94,5.9193,0.8821,1.0901,0.9128,4.1353,7.6636,0.9497,,./results/res_mkl_256_64_-48.0_1.2_0.02.log
218,"mkl (No whitening, noisegate)",256,64,0.02,-48,1.25,,0.8761,0.9364,0.9315,0.9339,,0.9043,0.9524,0.9445,0.9485,,0.9116,0.9533,0.9502,0.9514,,0.8722,0.9534,0.911,,0.8351,0.9324,0.8889,,0.9199,0.9256,0.9933,,4.10,5.83,7.68,0.941,5.8635,0.8722,0.9511,0.8753,4.1162,7.6048,0.9505,,./results/res_mkl_256_64_-48.0_1.25_0.02.log
219,"mkl (No whitening, noisegate)",256,64,0.02,-48,1.22,,0.8766,0.9325,0.936,0.9342,,0.904,0.949,0.9478,0.9484,,0.9128,0.9503,0.9544,0.9520,,0.8817,0.9495,0.9251,,0.8264,0.9217,0.8889,,0.9218,0.9275,0.9933,,4.10,5.85,7.64,0.9405,5.8913,0.8771,0.9538,0.8767,4.1324,7.6407,0.9527,,./results/res_mkl_256_64_-48.0_1.22_0.02.log
220,"mkl (No whitening, noisegate)",256,64,0.02,-48,1.18,,0.8772,0.928,0.9413,0.9346,,0.9045,0.946,0.9515,0.9487,,0.9106,0.9453,0.9574,0.9509,,0.8929,0.9501,0.9368,,0.8275,0.9159,0.8956,,0.9122,0.9198,0.9911,,4.10,5.90,7.74,0.9392,5.9339,0.8817,1.1047,0.9225,4.1546,7.6812,0.9514,,./results/res_mkl_256_64_-48.0_1.18_0.02.log
221,"mkl (No whitening, noisegate)",256,64,0.02,-47,1.2,,0.8885,0.946,0.936,0.941,,0.9113,0.9592,0.9464,0.9527,,0.9181,0.9585,0.9528,0.9551,,0.8871,0.9609,0.9204,,0.8392,0.9327,0.8933,,0.9392,0.9451,0.9933,,4.10,5.88,7.72,0.9413,5.9187,0.8839,1.0937,0.9142,4.1334,7.6691,0.9537,,./results/res_mkl_256_64_-47.0_1.2_0.02.log
222,"mkl (No whitening, noisegate)",256,64,0.02,-47,1.18,,0.8866,0.9438,0.936,0.9399,,0.91,0.9577,0.9464,0.952,,0.9157,0.9560,0.9528,0.9538,,0.8871,0.9609,0.9204,,0.8375,0.9306,0.8933,,0.9353,0.9412,0.9933,,4.10,5.89,7.74,0.9405,5.9332,0.8809,1.1081,0.9239,4.1569,7.6805,0.9528,,./results/res_mkl_256_64_-47.0_1.18_0.02.log
223,"mkl (No whitening, noisegate)",256,64,0.02,-47,1.19,,0.8879,0.9452,0.936,0.9406,,0.9109,0.9587,0.9464,0.9525,,0.9177,0.9581,0.9528,0.9549,,0.8871,0.9609,0.9204,,0.8392,0.9327,0.8933,,0.9372,0.9432,0.9933,,4.10,5.89,7.66,0.9405,5.9272,0.879,1.0945,0.9147,4.1544,7.6703,0.9532,,./results/res_mkl_256_64_-47.0_1.19_0.02.log
224,"mkl (No whitening, noisegate)",256,64,0.02,-47,1.21,,0.8883,0.9473,0.9345,0.9409,,0.9111,0.9602,0.9453,0.9527,,0.9178,0.9593,0.9519,0.9550,,0.8826,0.9607,0.9157,,0.8428,0.9371,0.8933,,0.9392,0.9451,0.9933,,4.10,5.88,7.65,0.9404,5.9109,0.8746,1.0927,0.9135,4.1443,7.6425,0.9506,,./results/res_mkl_256_64_-47.0_1.21_0.02.log
225,"mkl (No whitening, noisegate)",256,64,0.02,-47,1.22,,0.8847,0.9478,0.93,0.9388,,0.9085,0.9604,0.942,0.9512,,0.9171,0.9609,0.9493,0.9545,,0.8758,0.9604,0.9087,,0.8365,0.9366,0.8867,,0.9412,0.9471,0.9933,,4.10,5.85,7.63,0.9417,5.89,0.8714,0.9534,0.8771,4.1419,7.6274,0.9543,,./results/res_mkl_256_64_-47.0_1.22_0.02.log
226,"mkl (No whitening, noisegate)",256,64,0.02,-46,1.2,,0.8968,0.9626,0.9292,0.9456,,0.9169,0.9724,0.9401,0.956,,0.9234,0.9709,0.9472,0.9580,,0.8699,0.9719,0.8923,,0.8559,0.9484,0.8978,,0.9635,0.9677,0.9956,,4.10,5.88,7.72,0.9417,5.9223,0.8733,1.0968,0.9152,4.1551,7.6484,0.9525,,./results/res_mkl_256_64_-46.0_1.2_0.02.log
227,"mkl (No whitening, noisegate)",256,64,0.02,-46,1.15,,0.8924,0.9559,0.9307,0.9432,,0.9132,0.9677,0.9405,0.9539,,0.9190,0.9658,0.9473,0.9556,,0.8679,0.9695,0.8923,,0.8529,0.9398,0.9022,,0.9553,0.9594,0.9956,,4.13,5.93,7.76,0.9401,5.9694,0.879,1.1236,0.9234,4.1908,7.7068,0.9508,,./results/res_mkl_256_64_-46.0_1.15_0.02.log
228,"mkl (No whitening, noisegate)",256,64,0.02,-46,1.18,,0.8949,0.9603,0.9292,0.9445,,0.9155,0.9708,0.9401,0.9552,,0.9209,0.9683,0.9472,0.9567,,0.8699,0.9719,0.8923,,0.8541,0.9461,0.8978,,0.9594,0.9635,0.9956,,4.10,5.90,7.74,0.9417,5.9393,0.8705,1.0988,0.9162,4.1785,7.6606,0.9547,,./results/res_mkl_256_64_-46.0_1.18_0.02.log
229,"mkl (No whitening, noisegate)",256,64,0.02,-46,1.19,,0.8962,0.9618,0.9292,0.9452,,0.9164,0.9718,0.9401,0.9557,,0.9230,0.9704,0.9472,0.9578,,0.8699,0.9719,0.8923,,0.8559,0.9484,0.8978,,0.9615,0.9656,0.9956,,4.10,5.89,7.66,0.9408,5.9308,0.8692,1.0977,0.9157,4.1733,7.6503,0.952,,./results/res_mkl_256_64_-46.0_1.19_0.02.log
230,"mkl (No whitening, noisegate)",256,64,0.02,-46,1.22,,0.8929,0.9646,0.9232,0.9434,,0.9141,0.9737,0.9358,0.9544,,0.9224,0.9734,0.9437,0.9574,,0.8584,0.9716,0.8806,,0.8532,0.9525,0.8911,,0.9656,0.9698,0.9956,,4.10,5.85,7.63,0.9421,5.8932,0.8661,0.9522,0.877,4.1541,7.6184,0.9556,,./results/res_mkl_256_64_-46.0_1.22_0.02.log
231,"mkl (No whitening, noisegate)",256,64,0.02,-46,1.21,,0.8967,0.964,0.9277,0.9455,,0.9167,0.9734,0.939,0.9559,,0.9232,0.9718,0.9464,0.9579,,0.8653,0.9718,0.8876,,0.8596,0.9528,0.8978,,0.9635,0.9677,0.9956,,4.10,5.88,7.65,0.9407,5.9145,0.863,1.0959,0.9146,4.1674,7.6194,0.952,,./results/res_mkl_256_64_-46.0_1.21_0.02.log
232,"mkl (No whitening, noisegate)",256,64,0.02,-45,1.2,,0.896,0.9699,0.9217,0.9452,,0.9147,0.9775,0.9333,0.9549,,0.9210,0.9751,0.9412,0.9566,,0.8532,0.9764,0.8712,,0.8611,0.9572,0.8956,,0.9719,0.9761,0.9956,,4.19,5.88,7.72,0.9428,5.9228,0.8698,1.102,0.9165,4.1605,7.6396,0.952,,./results/res_mkl_256_64_-45.0_1.2_0.02.log
233,"mkl (No whitening, noisegate)",256,64,0.02,-45,1.18,,0.8947,0.9684,0.9217,0.9444,,0.9138,0.9765,0.9333,0.9544,,0.9189,0.9729,0.9412,0.9555,,0.8532,0.9764,0.8712,,0.8593,0.955,0.8956,,0.9698,0.974,0.9956,,4.21,5.90,7.74,0.9428,5.9399,0.869,1.1039,0.9175,4.1804,7.6564,0.9515,,./results/res_mkl_256_64_-45.0_1.18_0.02.log
234,"mkl (No whitening, noisegate)",256,64,0.02,-45,1.21,,0.8959,0.9714,0.9202,0.9451,,0.9146,0.9786,0.9322,0.9548,,0.9208,0.9760,0.9404,0.9566,,0.8486,0.9763,0.8665,,0.8648,0.9618,0.8956,,0.9719,0.9761,0.9956,,4.19,5.88,7.65,0.9419,5.915,0.86,1.1011,0.9158,4.1725,7.6127,0.9488,,./results/res_mkl_256_64_-45.0_1.21_0.02.log
235,"mkl (No whitening, noisegate)",256,64,0.02,-45,1.22,,0.8921,0.972,0.9157,0.943,,0.9119,0.979,0.929,0.9533,,0.9200,0.9777,0.9378,0.9560,,0.8417,0.9761,0.8595,,0.8584,0.9615,0.8889,,0.974,0.9782,0.9956,,4.17,5.85,7.63,0.9433,5.8935,0.862,0.9543,0.8775,4.1624,7.6106,0.9538,,./results/res_mkl_256_64_-45.0_1.22_0.02.log
236,"mkl (No whitening, noisegate)",256,64,0.02,-44,1.2,,0.8916,0.9774,0.9104,0.9427,,0.9086,0.9836,0.9217,0.9516,,0.9212,0.9842,0.9322,0.9560,,0.8364,0.9811,0.8501,,0.8516,0.9635,0.88,,0.9847,0.9868,0.9978,,4.19,5.89,7.65,0.9446,5.9388,0.8768,1.0891,0.9153,4.154,7.661,0.9503,,./results/res_mkl_256_64_-44.0_1.2_0.02.log
