0.319937	0.319937	1
1.088875	1.088875	2
1.124437	1.124437	3
1.858938	1.858938	4
1.910583	1.910583	5
2.604229	2.604229	6
2.679000	2.679000	7
3.359958	3.359958	8
3.431604	3.431604	9
4.083021	4.083021	10
4.162521	4.162521	11
4.838896	4.838896	12
5.602063	5.602063	13
6.364459	6.364459	14
6.436854	6.436854	15
6.482458	6.482458	16
7.132208	7.132208	17
7.183583	7.183583	18
7.212958	7.212958	19
