0.273375	0.273375	1
1.032375	1.032375	2
1.766792	1.766792	3
2.506687	2.506687	4
3.281771	3.281771	5
3.316875	3.316875	6
4.048250	4.048250	7
4.084625	4.084625	8
4.832021	4.832021	9
4.866708	4.866708	10
5.591667	5.591667	11
5.630000	5.630000	12
6.397000	6.397000	13
6.432833	6.432833	14
7.191979	7.191979	15
7.219396	7.219396	16
