0.303042	0.303042	1
1.052292	1.052292	2
1.078812	1.078812	3
1.826271	1.826271	4
1.878229	1.878229	5
2.584583	2.584583	6
2.608438	2.608438	7
3.338063	3.338063	8
4.139292	4.139292	9
4.159563	4.159563	10
4.903146	4.903146	11
5.638500	5.638500	12
6.404250	6.404250	13
6.429458	6.429458	14
6.453979	6.453979	15
7.169646	7.169646	16
7.266417	7.266417	17
