0.248125	0.248125	1
0.306833	0.306833	2
0.798458	0.798458	3
0.860292	0.860292	4
1.050063	1.050063	5
1.331375	1.331375	6
1.394083	1.394083	7
1.871938	1.871938	8
1.932375	1.932375	9
2.389104	2.389104	10
2.456146	2.456146	11
2.920979	2.920979	12
2.986667	2.986667	13
3.451854	3.451854	14
3.512521	3.512521	15
3.984146	3.984146	16
4.047042	4.047042	17
4.490833	4.490833	18
4.568021	4.568021	19
5.028000	5.028000	20
5.084000	5.084000	21
