0.256083	0.256083	1
0.398042	0.398042	2
0.826833	0.826833	3
1.381125	1.381125	4
1.498188	1.498188	5
1.938271	1.938271	6
2.071146	2.071146	7
2.474313	2.474313	8
3.032354	3.032354	9
3.158521	3.158521	10
3.589979	3.589979	11
3.694833	3.694833	12
3.721500	3.721500	13
4.142416	4.142416	14
4.706146	4.706146	15
5.250333	5.250333	16
5.357417	5.357417	17
