0.258458	0.258458	1
0.767521	0.767521	2
0.868479	0.868479	3
1.283687	1.283687	4
1.815792	1.815792	5
1.927979	1.927979	6
2.322458	2.322458	7
2.429479	2.429479	8
2.823750	2.823750	9
2.929708	2.929708	10
3.342208	3.342208	11
3.861479	3.861479	12
3.968792	3.968792	13
4.367833	4.367833	14
4.468583	4.468583	15
4.878458	4.878458	16
4.951833	4.951833	17
